deploymentNumber,Reference Designator,sensor.uid,startDateTime,stopDateTime,lat,lon,mooring.uid,CUID_Deploy,node.uid,versionNumber,deployedBy,CUID_Recover,recoveredBy,orbit,deployment_depth,water_depth,notes
3,CE09OSSM-RIC21-00-CPMENG000,OL000477,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID26-00-DCLENG000,OL000479,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID26-01-ADCPTC000,CGINS-ADCPTC-17122,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID26-04-VELPTA000,CGINS-VELPTA-11786,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID26-06-PHSEND000,CGINS-PHSEND-P0083,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID26-07-NUTNRB000,CGINS-NUTNRB-00264,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID26-08-SPKIRB000,CGINS-SPKIRB-00298,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID27-00-DCLENG000,OL000478,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID27-01-OPTAAD000,CGINS-OPTAAD-00170,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01155,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID27-03-CTDBPC000,CGINS-CTDBPC-50012,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-RID27-04-DOSTAD000,CGINS-DOSTAD-00222,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,7,,nominal_depth
3,CE09OSSM-SBC11-00-CPMENG000,OL000474,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,0,,nominal_depth
3,CE09OSSM-SBD11-00-DCLENG000,OL000475,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,0,,nominal_depth
3,CE09OSSM-SBD11-01-MOPAK0000,OL000472,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,0,,nominal_depth
3,CE09OSSM-SBD11-02-HYDGN0000,CGINS-HYDGN0-49843,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,0,,nominal_depth
