,ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO,RCA,In Asset Tracking
1706,CGINS-FLORDL-03284,N00616,Sensor,0,2-Wavelength Fluorometer: FLORD Series L,FLORD for ML13104-03,WET Labs,FLBBRTD,3284,,20140115.0,,,,False,False
1707,CGINS-FLORDL-04013,OL000037,Sensor,0,2-Wavelength Fluorometer: FLORD Series L,FLORD Series L,WET Labs,FLBBRTD,4013,,,,,,False,False
1708,CGINS-FLORDL-04014,OL000041,Sensor,0,2-Wavelength Fluorometer: FLORD Series L,FLORD Series L,WET Labs,FLBBRTD,4014,,,,,,False,False
1709,CGINS-FLORDL-04015,OL000049,Sensor,0,2-Wavelength Fluorometer: FLORD Series L,FLORD Series L,WET Labs,FLBBRTD,4015,,,,,,False,False
1710,CGINS-FLORDL-04016,OL000052,Sensor,0,2-Wavelength Fluorometer: FLORD Series L,FLORD Series L,WET Labs,FLBBRTD,4016,,,,,,False,False
1711,CGINS-FLORDM-03061,N00625,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3061,,20130530.0,,,,False,False
1712,CGINS-FLORDM-03063,N00631,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3063,,20130530.0,,,,False,False
1713,CGINS-FLORDM-03064,N00628,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3064,,20130530.0,,,,False,False
1714,CGINS-FLORDM-03123,N00634,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3123,,20130530.0,,,,False,False
1715,CGINS-FLORDM-03124,N00637,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3124,,20130530.0,,,,False,False
1716,CGINS-FLORDM-03527,N00640,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3527,,20140422.0,,,,False,False
1717,CGINS-FLORDM-03528,N00527,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,3528,,20140804.0,,,,False,False
1718,CGINS-FLORDM-03534,,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,3534,,,,,,False,False
1719,CGINS-FLORDM-03536,,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3536,,,,,Woods Hole Oceanographic Institution,False,False
1720,CGINS-FLORDM-03540,N00539,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBCDSLC-3540,,20140804.0,,,,False,False
1721,CGINS-FLORDM-03549,N00536,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBCDSLC-3549,,20140813.0,,,,False,False
1722,CGINS-FLORDM-03550,N00530,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3550,,20140813.0,,,,False,False
1723,CGINS-FLORDM-03551,N00664,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,3551,,20140825.0,,,,False,False
1724,CGINS-FLORDM-03552,N00533,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3552,,20140804.0,171901.09,,,False,False
1725,CGINS-FLORDM-03577,N00410,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,3577,,20141212.0,,,,False,False
1726,CGINS-FLORDM-03578,N00542,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBCDSLC-3578,,20141120.0,171195.0,,,False,False
1727,CGINS-FLORDM-03579,N00646,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3579,,20150326.0,,,,False,False
1728,CGINS-FLORDM-03580,N00643,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3580,,20150316.0,171195.0,,,False,False
1729,CGINS-FLORDM-03582,N00649,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,FLBBSLC-3582,,20150522.0,,,,False,False
1730,CGINS-FLORDM-03583,OL000113,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,3583,,,,,,False,False
1731,CGINS-FLORDM-03769,OL000148,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,3769,,,,,,False,False
1732,CGINS-FLORDM-03770,OL000141,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,3770,,,,,,False,False
1733,CGINS-FLORDM-04027,OL000607,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,4027,,,,,,False,False
1734,CGINS-FLORDM-04095,OL000144,Sensor,1,2-Wavelength Fluorometer for Glider: FLORD Series M,FLORD for Global Slocum Glider,WET Labs,ECO Puck FLBB-SLC,4095,,,,,,False,False
1737,CGINS-FLORTD-00995,A00218,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,995,,20121107.0,12634.25,,,False,False
1738,CGINS-FLORTD-00996,A00219,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,996,,20121107.0,12634.25,,,False,False
1748,CGINS-FLORTD-01121,A00474,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1121,,20131002.0,12634.25,,,False,False
1750,CGINS-FLORTD-01123,A00475,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1123,,20131002.0,12634.25,,,False,False
1752,CGINS-FLORTD-01136,OL000031,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1136,,,,,,False,False
1753,CGINS-FLORTD-01151,A00696,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1151,,20140218.0,13013.52,,,False,False
1754,CGINS-FLORTD-01152,A00614,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1152,,20140103.0,13013.52,,,False,False
1755,CGINS-FLORTD-01153,A00615,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1153,,20140103.0,13013.52,,,False,False
1756,CGINS-FLORTD-01154,A00616,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1154,,20140103.0,13013.52,,,False,False
1757,CGINS-FLORTD-01155,A00617,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1155,,20140103.0,13013.52,,,False,False
1758,CGINS-FLORTD-01197,A01229,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1197,,20140714.0,13013.52,Missing from inventory,,False,False
1769,CGINS-FLORTD-01290,A01684,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D,WET Labs,ECO Triplet-w,1290,,20150529.0,13403.46,,,False,False
1770,CGINS-FLORTD-01291,A01685,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D,WET Labs,ECO Triplet-w,1291,,20150529.0,13403.46,,,False,False
1777,CGINS-FLORTD-01302,A01431,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D,WET Labs,ECO Triplet-w,1302,,20010519.0,13403.46,,,False,False
1778,CGINS-FLORTD-01303,A01686,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D,WET Labs,ECO Triplet-w,1303,,20150529.0,13403.46,,,False,False
1788,CGINS-FLORTD-01487,,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1487,,20160812.0,,,,False,False
1789,CGINS-FLORTD-01488,,Sensor,0,3-Wavelength Fluorometer: FLORT Series D,FLORT SERIES D (ECO TRIPLET-W),WET Labs,ECO Triplet-w,1488,,20160812.0,,,,False,False
1790,CGINS-FLORTJ-01084,N00593,Sensor,0,3-Wavelength Fluorometer: FLORT Series J,FLORT for WLP-001,WET Labs,ECO Triplet-w,BBFL2W-1084,,20130630.0,13013.52,,Oregon State University,False,False
1791,CGINS-FLORTJ-01156,OL000612,Sensor,0,3-Wavelength Fluorometer: FLORT Series J,FLORT for WLP-006,WET Labs,ECO Triplet-w,BBFL2W-1156,,20140929.0,13013.52,also N00601,Oregon State University,False,False
1792,CGINS-FLORTJ-01205,N00561,Sensor,0,3-Wavelength Fluorometer: FLORT Series J,FLORT for WLP-005,WET Labs,ECO Triplet-w,1205,,20140801.0,13013.52,,,False,False
1793,CGINS-FLORTJ-01206,N00585,Sensor,0,3-Wavelength Fluorometer: FLORT Series J,FLORT for WLP-002,WET Labs,ECO Triplet-w,BBFL2W-1206,,20140630.0,13013.52,,Oregon State University,False,False
1794,CGINS-FLORTJ-01207,N00577,Sensor,0,3-Wavelength Fluorometer: FLORT Series J,FLORT for WLP-003,WET Labs,ECO Triplet-w,BBFL2W-1207,,20140616.0,13013.52,,Oregon State University,False,False
1795,CGINS-FLORTJ-01208,N00569,Sensor,0,3-Wavelength Fluorometer: FLORT Series J,FLORT for WLP-004,WET Labs,ECO Triplet-w,BBFL2W-1208,,20140801.0,13013.52,,,False,False
1796,CGINS-FLORTJ-01518,,Sensor,0,3-Wavelength Fluorometer: FLORT Series J,FLORT for WLP-007,WET Labs,ECO Triplet-w,BBFL2W-1518,,20161230.0,,,Oregon State University,False,False
1797,CGINS-FLORTJ-01519,,Sensor,0,3-Wavelength Fluorometer: FLORT Series J,FLORT for WLP-008,WET Labs,ECO Triplet-w,BBFL2W-1519,,20161230.0,,,Oregon State University,False,False
1798,CGINS-FLORTK-00830,N00003,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML12714-01,WET Labs,ECO Triplet,830,,20110617.0,,,,False,False
1799,CGINS-FLORTK-00969,N00010,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML12936-01,WET Labs,ECO Triplet,969,,20130122.0,,,,False,False
1800,CGINS-FLORTK-01029,N00024,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML12991-01,WET Labs,ECO Triplet,1029,,20150713.0,92259.49,,,False,False
1801,CGINS-FLORTK-01030,N00052,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML12991-03,WET Labs,ECO Triplet,1030,,20130426.0,,,,False,False
1802,CGINS-FLORTK-01031,N00038,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML12991-02,WET Labs,ECO Triplet,1031,,20150604.0,,,,False,False
1803,CGINS-FLORTK-01032,N00066,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML12991-04,WET Labs,ECO Triplet,1032,,20130510.0,,,,False,False
1804,CGINS-FLORTK-01033,N00073,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML12991-05,WET Labs,ECO Triplet,1033,,20130510.0,,,,False,False
1805,CGINS-FLORTK-01100,N00101,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML13103-04,WET Labs,ECO Triplet,1100,,20140128.0,,,,False,False
1806,CGINS-FLORTK-01101,N00108,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML13103-05,WET Labs,ECO Triplet,1101,,20140128.0,,,,False,False
1807,CGINS-FLORTK-01117,N00080,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML13103-01,WET Labs,ECO Triplet,1117,,20140128.0,,,,False,False
1808,CGINS-FLORTK-01118,N00094,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML13103-03,WET Labs,ECO Triplet,1118,,20140128.0,,,,False,False
1809,CGINS-FLORTK-01119,N00087,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML13103-02,WET Labs,ECO Triplet,1119,,20140128.0,,,,False,False
1810,CGINS-FLORTK-01466,,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,,WET Labs,ECO Triplet,1466,,,,,,False,False
1811,CGINS-FLORTK-01537,,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,,WET Labs,ECO Triplet,1537,,20170627.0,,,Woods Hole Oceanographic Institution,False,False
1812,CGINS-FLORTK-01538,,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,,WET Labs,ECO Triplet,1538,,20170627.0,,,Woods Hole Oceanographic Institution,False,False
1813,CGINS-FLORTK-01602,,Sensor,0,3-Wavelength Fluorometer: FLORT Series K,FLOR for WFP Coastal ML14378-01,WET Labs,ECO Triplet,1602,,20170907.0,,,Oregon State University,False,False
1814,CGINS-FLORTM-02110,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2110,,,,CGSN Glider Instrument Pool,,False,False
1815,CGINS-FLORTM-02760,N00301,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2760,,20121002.0,,CGSN Glider Instrument Pool,,False,False
1816,CGINS-FLORTM-02761,N00306,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2761,,20121002.0,,CGSN Glider Instrument Pool,,False,False
1817,CGINS-FLORTM-02762,N00311,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2762,,20121206.0,,CGSN Glider Instrument Pool,,False,False
1818,CGINS-FLORTM-02786,N00316,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2786,,20121206.0,,CGSN Glider Instrument Pool,,False,False
1819,CGINS-FLORTM-02806,N00321,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2806,,20121228.0,,CGSN Glider Instrument Pool,,False,False
1820,CGINS-FLORTM-02807,N00326,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2807,,20121228.0,,CGSN Glider Instrument Pool,,False,False
1821,CGINS-FLORTM-02809,N00729,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2809,,20130125.0,,CGSN Glider Instrument Pool,,False,False
1822,CGINS-FLORTM-02812,N00132,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2812,,20130301.0,,CGSN Glider Instrument Pool,,False,False
1823,CGINS-FLORTM-02813,N00032,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2813,,20130412.0,,CGSN Glider Instrument Pool,,False,False
1824,CGINS-FLORTM-02817,N00147,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2817,,20130701.0,,CGSN Glider Instrument Pool,,False,False
1825,CGINS-FLORTM-02818,N00142,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2818,,20130701.0,,CGSN Glider Instrument Pool,,False,False
1826,CGINS-FLORTM-02819,N00118,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2819,,20130701.0,186935.0,CGSN Glider Instrument Pool,,False,False
1827,CGINS-FLORTM-02858,N00016,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,2858,,20130125.0,,CGSN Glider Instrument Pool,,False,False
1828,CGINS-FLORTM-03027,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3027,,,,CGSN Glider Instrument Pool,Woods Hole Oceanographic Institution,False,False
1829,CGINS-FLORTM-03116,N00044,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3116,,20130806.0,,CGSN Glider Instrument Pool,,False,False
1830,CGINS-FLORTM-03130,N00152,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3130,,20130806.0,,CGSN Glider Instrument Pool,,False,False
1831,CGINS-FLORTM-03131,N00331,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3131,,20130806.0,,CGSN Glider Instrument Pool,,False,False
1832,CGINS-FLORTM-03185,N00336,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3185,,20130806.0,,CGSN Glider Instrument Pool,,False,False
1833,CGINS-FLORTM-03186,N00351,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3186,,20131011.0,,CGSN Glider Instrument Pool,,False,False
1834,CGINS-FLORTM-03188,N00341,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3188,,20130826.0,,CGSN Glider Instrument Pool,,False,False
1835,CGINS-FLORTM-03189,N00346,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3189,,20110628.0,,CGSN Glider Instrument Pool,,False,False
1836,CGINS-FLORTM-03190,N00137,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3190,,20131223.0,,CGSN Glider Instrument Pool,,False,False
1837,CGINS-FLORTM-03206,N00157,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3206,,20131223.0,,CGSN Glider Instrument Pool,,False,False
1838,CGINS-FLORTM-03207,N00162,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3207,,20131223.0,,CGSN Glider Instrument Pool,,False,False
1839,CGINS-FLORTM-03260,N00622,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Global Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3260,,20120525.0,,CGSN Glider Instrument Pool,,False,False
1840,CGINS-FLORTM-03500,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3500,,20141223.0,,CGSN Glider Instrument Pool,,False,False
1841,CGINS-FLORTM-03501,N00654,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3501,,20141223.0,,CGSN Glider Instrument Pool,,False,False
1842,CGINS-FLORTM-03553,N00407,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3553,,20141120.0,,CGSN Glider Instrument Pool,,False,False
1843,CGINS-FLORTM-03554,N00401,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3554,,20141120.0,171195.0,CGSN Glider Instrument Pool,,False,False
1844,CGINS-FLORTM-03777,N00546,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3777,,20150803.0,,CGSN Glider Instrument Pool,,False,False
1845,CGINS-FLORTM-03783,OL000157,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3783,,,,CGSN Glider Instrument Pool,,False,False
1846,CGINS-FLORTM-03813,OL000164,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3813,,,,CGSN Glider Instrument Pool,,False,False
1847,CGINS-FLORTM-03814,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3814,,,,CGSN Glider Instrument Pool,,False,False
1848,CGINS-FLORTM-03815,OL000172,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3815,,20130916.0,16392.0,CGSN Glider Instrument Pool,,False,False
1849,CGINS-FLORTM-03884,OL000362,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3884,,,,CGSN Glider Instrument Pool,,False,False
1850,CGINS-FLORTM-03921,N00405,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3921,,20121206.0,,CGSN Glider Instrument Pool,,False,False
1851,CGINS-FLORTM-03938,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,3938,,,,CGSN Glider Instrument Pool,,False,False
1852,CGINS-FLORTM-04039,OL000178,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4039,,20130916.0,16392.0,CGSN Glider Instrument Pool,,False,False
1853,CGINS-FLORTM-04040,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4040,,,,CGSN Glider Instrument Pool,,False,False
1854,CGINS-FLORTM-04041,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLC,4041,,,,CGSN Glider Instrument Pool,,False,False
1855,CGINS-FLORTM-04088,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4088,,,,CGSN Glider Instrument Pool,,False,False
1856,CGINS-FLORTM-04089,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4089,,,,CGSN Glider Instrument Pool,,False,False
1857,CGINS-FLORTM-04090,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4090,,,,CGSN Glider Instrument Pool,,False,False
1858,CGINS-FLORTM-04091,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,,WET Labs,ECO Puck FLBBCD-SLK,4091,,,,CGSN Glider Instrument Pool,,False,False
1859,CGINS-FLORTM-04092,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,,WET Labs,ECO Puck FLBBCD-SLK,4092,,,,CGSN Glider Instrument Pool,,False,False
1860,CGINS-FLORTM-04093,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4093,,,,CGSN Glider Instrument Pool,,False,False
1861,CGINS-FLORTM-04100,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4100,,,,CGSN Glider Instrument Pool,,False,False
1862,CGINS-FLORTM-04194,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4194,,,,CGSN Glider Instrument Pool,,False,False
1863,CGINS-FLORTM-04195,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLC,4195,,,,CGSN Glider Instrument Pool,,False,False
1864,CGINS-FLORTM-04196,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4196,,,,CGSN Glider Instrument Pool,,False,False
1865,CGINS-FLORTM-04197,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4197,,,,CGSN Glider Instrument Pool,,False,False
1866,CGINS-FLORTM-04198,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4198,,,,CGSN Glider Instrument Pool,,False,False
