,ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO,RCA,In Asset Tracking
1867,CGINS-FLORTM-04220,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4220,,,,CGSN Glider Instrument Pool,,False,False
1868,CGINS-FLORTM-04221,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4221,,,,CGSN Glider Instrument Pool,,False,False
1869,CGINS-FLORTM-04251,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4251,,,,CGSN Glider Instrument Pool,,False,False
1870,CGINS-FLORTM-04258,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4258,,,,CGSN Glider Instrument Pool,,False,False
1871,CGINS-FLORTM-04267,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4267,,,,CGSN Glider Instrument Pool,,False,False
1872,CGINS-FLORTM-04332,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4332,,,,CGSN Glider Instrument Pool,,False,False
1873,CGINS-FLORTM-04465,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4465,,,,CGSN Glider Instrument Pool,,False,False
1874,CGINS-FLORTM-04466,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4466,,,,CGSN Glider Instrument Pool,,False,False
1875,CGINS-FLORTM-04467,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4467,,,,CGSN Glider Instrument Pool,,False,False
1876,CGINS-FLORTM-04468,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4468,,,,CGSN Glider Instrument Pool,,False,False
1877,CGINS-FLORTM-04470,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLC,4470,,,,CGSN Glider Instrument Pool,,False,False
1878,CGINS-FLORTM-04471,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLC,4471,,,,CGSN Glider Instrument Pool,,False,False
1879,CGINS-FLORTM-04472,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLC,4472,,,,CGSN Glider Instrument Pool,,False,False
1880,CGINS-FLORTM-04473,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,4473,,,,CGSN Glider Instrument Pool,,False,False
1881,CGINS-FLORTM-05133,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series M,FLORT for Coastal Slocum Glider,WET Labs,ECO Puck FLBBCD-SLK,5133,,,,CGSN Glider Instrument Pool,Woods Hole Oceanographic Institution,False,False
1882,CGINS-FLORTN-01108,,Sensor,1,3-Wavelength Fluorometer for AUV: FLORT Series N,FLORT for AUV,WET Labs,ECO Triplet,1108,,,,CGSN AUV Instrument Pool,,False,False
1883,CGINS-FLORTN-01109,,Sensor,1,3-Wavelength Fluorometer for AUV: FLORT Series N,FLORT for AUV,WET Labs,ECO Triplet,1109,,,,CGSN AUV Instrument Pool,,False,False
1884,CGINS-FLORTN-01645,,Sensor,1,3-Wavelength Fluorometer for AUV: FLORT Series N,FLORT for AUV,WET Labs,ECO Triplet,1645,,,,CGSN AUV Instrument Pool,,False,False
1885,CGINS-FLORTN-01646,,Sensor,1,3-Wavelength Fluorometer for AUV: FLORT Series N,FLORT for AUV,WET Labs,ECO Triplet,1646,,,,CGSN AUV Instrument Pool,,False,False
1886,CGINS-FLORTO-01239,OL000616,Sensor,0,3-Wavelength Fluorometer for Glider: FLORT Series O,FLORTO for Glider 515,WET Labs,ECO Puck BB3,1239,,,,,,False,False
1887,CGINS-FLORTO-01240,OL000167,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,FLORTO for Glider 528,WET Labs,ECO Puck BB3,1240,,,,,,False,False
1888,CGINS-FLORTO-01329,OL000158,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,FLORTO for Glider 562,WET Labs,ECO Puck BB3,1329,,,,,,False,False
1889,CGINS-FLORTO-01330,OL000165,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,FLORTO for Glider 563,WET Labs,ECO Puck BB3,1330,,,,,,False,False
1890,CGINS-FLORTO-01331,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,,WET Labs,ECO Puck BB3,1331,,,,,,False,False
1891,CGINS-FLORTO-01332,OL000173,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,FLORTO for Glider 565,WET Labs,ECO Puck BB3,1332,,20130916.0,16392.0,,,False,False
1892,CGINS-FLORTO-01333,OL000179,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,FLORTO for Glider 566,WET Labs,ECO Puck BB3,1333,,20130916.0,16392.0,,,False,False
1893,CGINS-FLORTO-01343,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,,WET Labs,ECO Puck BB3,1343,,,,,Woods Hole Oceanographic Institution,False,False
1894,CGINS-FLORTO-01344,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,,WET Labs,ECO Puck BB3,1344,,,,,Woods Hole Oceanographic Institution,False,False
1895,CGINS-FLORTO-01345,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,,WET Labs,ECO Puck BB3,1345,,,,,,False,False
1896,CGINS-FLORTO-01346,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,,WET Labs,ECO Puck BB3,1346,,,,,Woods Hole Oceanographic Institution,False,False
1897,CGINS-FLORTO-01347,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,,WET Labs,ECO Puck BB3,1347,,,,,Woods Hole Oceanographic Institution,False,False
1898,CGINS-FLORTO-01348,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,,WET Labs,ECO Puck BB3,1348,,,,,Woods Hole Oceanographic Institution,False,False
1899,CGINS-FLORTO-01349,,Sensor,1,3-Wavelength Fluorometer for Glider: FLORT Series O,,WET Labs,ECO Puck BB3,1349,,,,,,False,False
1900,CGINS-HYDGN0-11407,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A511407,,,,,,False,False
1901,CGINS-HYDGN0-31585,OL000588,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A631585,,,,,,False,False
1902,CGINS-HYDGN0-41552,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A541552,,,,,,False,False
1903,CGINS-HYDGN0-41692,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A541692,,,,,,False,False
1904,CGINS-HYDGN0-41867,OL000064,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A541867,,,,,,False,False
1905,CGINS-HYDGN0-41868,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A541868,,,,,,False,False
1906,CGINS-HYDGN0-41879,OL000386,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A541879,,,,,,False,False
1907,CGINS-HYDGN0-41897,OL000387,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A541897,,,,,,False,False
1908,CGINS-HYDGN0-41917,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A541917,,,,,,False,False
1909,CGINS-HYDGN0-41923,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A541923,,,,,,False,False
1910,CGINS-HYDGN0-42315,OL000317,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542315,,,,,,False,False
1911,CGINS-HYDGN0-42316,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542316,,,,,,False,False
1912,CGINS-HYDGN0-42323,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542323,,,,,,False,False
1913,CGINS-HYDGN0-42324,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542324,,,,,,False,False
1914,CGINS-HYDGN0-42325,OL000318,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542325,,,,,,False,False
1915,CGINS-HYDGN0-42330,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542330,,,,,,False,False
1916,CGINS-HYDGN0-42356,OL000065,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542356,,,,,,False,False
1917,CGINS-HYDGN0-42406,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542406,,,,,,False,False
1918,CGINS-HYDGN0-42490,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542490,,,,,,False,False
1919,CGINS-HYDGN0-42509,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542509,,,,,,False,False
1920,CGINS-HYDGN0-42529,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542529,,,,,Woods Hole Oceanographic Institution,False,False
1921,CGINS-HYDGN0-42564,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A542564,,,,,,False,False
1922,CGINS-HYDGN0-46156,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A46156,,,,,,False,False
1923,CGINS-HYDGN0-49800,OL000430,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49800,,,,CE07SHSM-00003,,False,False
1924,CGINS-HYDGN0-49835,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49835,,,,,,False,False
1925,CGINS-HYDGN0-49840,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49840,,,,CE02SHSM-00005,,False,False
1926,CGINS-HYDGN0-49841,OL000471,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49841,,,,CE09OSSM-00003,,False,False
1927,CGINS-HYDGN0-49842,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49842,,,,,,False,False
1928,CGINS-HYDGN0-49843,OL000470,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49843,,,,CE09OSSM-00003,,False,False
1929,CGINS-HYDGN0-49845,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49845,,,,,,False,False
1930,CGINS-HYDGN0-49846,OL000431,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49846,,,,CE07SHSM-00003,,False,False
1931,CGINS-HYDGN0-49850,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49850,,,,,,False,False
1932,CGINS-HYDGN0-49856,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49856,,,,,,False,False
1933,CGINS-HYDGN0-49857,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49857,,,,,,False,False
1934,CGINS-HYDGN0-49860,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49860,,,,,,False,False
1935,CGINS-HYDGN0-49868,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49868,,,,,,False,False
1936,CGINS-HYDGN0-49876,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49876,,,,,,False,False
1937,CGINS-HYDGN0-49881,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49881,,,,,,False,False
1938,CGINS-HYDGN0-49886,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49886,,,,,,False,False
1939,CGINS-HYDGN0-49887,OL000589,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49887,,,,,,False,False
1940,CGINS-HYDGN0-49891,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A49891,,,,,,False,False
1941,CGINS-HYDGN0-51407,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A51407,,,,,,False,False
1942,CGINS-HYDGN0-Z5971,,Sensor,0,Hydrogen Sensor: HYDGN,Hydrogen Sensor,RKI Instruments,M2A transmitters,M2A6Z5971,,,,,Woods Hole Oceanographic Institution,False,False
1951,CGINS-METBPR-00246,A00483,Sensor,0,Bulk Meteorology Instrument Package: METBK BPR Module,METBK BPR MODULE,Star Engineering,ABS106-BPR,BPR246,,20131021.0,7200.0,,,False,False
1954,CGINS-METBPR-00249,A00719,Sensor,0,Bulk Meteorology Instrument Package: METBK BPR Module,METBK BPR MODULE,Star Engineering,ABS106-BPR,BPR249,,20140305.0,7200.0,,,False,False
1958,CGINS-METBPR-00253,A00444,Sensor,0,Bulk Meteorology Instrument Package: METBK BPR Module,METBK BPR MODULE,Star Engineering,ABS106-BPR,BPR253,,20130930.0,7200.0,,,False,False
1960,CGINS-METBPR-00255,A00518,Sensor,0,Bulk Meteorology Instrument Package: METBK BPR Module,METBK BPR MODULE,Star Engineering,ABS106-BPR,BPR255,,20131101.0,7200.0,,,False,False
1962,CGINS-METBPR-00257,A00713,Sensor,0,Bulk Meteorology Instrument Package: METBK BPR Module,METBK BPR MODULE,Star Engineering,ABS106-BPR,BPR257,,20140227.0,7200.0,,,False,False
1963,CGINS-METBPR-00258,A00714,Sensor,0,Bulk Meteorology Instrument Package: METBK BPR Module,METBK BPR MODULE,Star Engineering,ABS106-BPR,BPR258,,20140227.0,7200.0,,,False,False
1965,CGINS-METBPR-00260,A01261,Sensor,0,Bulk Meteorology Instrument Package: METBK BPR Module,METBK BPR MODULE,Star Engineering,ABS106-BPR,BPR260,,20140227.0,7200.0,,,False,False
1976,CGINS-METCTD-10903,A00500,Sensor,0,Bulk Meteorology Instrument Package: METBK CTD Module,METBK CTD MODULE,Sea-Bird Electronics,SBE 37-SM,37-10903,,20131101.0,5816.0,,,False,False
1977,CGINS-METCTD-10904,A00476,Sensor,0,Bulk Meteorology Instrument Package: METBK CTD Module,METBK CTD MODULE,Sea-Bird Electronics,SBE 37-SM,37-10904,,20131021.0,5816.0,,,False,False
1978,CGINS-METCTD-10905,A00499,Sensor,0,Bulk Meteorology Instrument Package: METBK CTD Module,METBK CTD MODULE,Sea-Bird Electronics,SBE 37-SM,37-10905,,20131101.0,5816.0,,,False,False
1979,CGINS-METCTD-10906,A00498,Sensor,0,Bulk Meteorology Instrument Package: METBK CTD Module,METBK CTD MODULE,Sea-Bird Electronics,SBE 37-SM,37-10906,,20131101.0,5816.32,,,False,False
1980,CGINS-METCTD-11000,A00120,Sensor,0,Bulk Meteorology Instrument Package: METBK CTD Module,METBK CTD MODULE,Sea-Bird Electronics,SBE 37-SM,37-11000,,20121226.0,5816.0,,,False,False
2024,CGINS-METHRH-00284,A00753,Sensor,0,Bulk Meteorology Instrument Package: METBK HRH Module,METBK HRH MODULE,Star Engineering,ABS102-HRH,HRH284,,20140312.0,8050.0,,,False,False
2028,CGINS-METHRH-00288,A01279,Sensor,0,Bulk Meteorology Instrument Package: METBK HRH Module,METBK HRH MODULE,Star Engineering,ABS102-HRH,HRH288,,20150227.0,8050.0,,,False,False
2039,CGINS-METLGR-00009,N00735,Sensor,0,Bulk Meteorology Instrument Package: METBK LGR Module,METBK for CE04OSSM-00001,Star Engineering,ASIMET,LGR009,,,,,,False,False
2041,CGINS-METLGR-00011,N00733,Sensor,0,Bulk Meteorology Instrument Package: METBK LGR Module,METBK for CE02SHSM-00001,Star Engineering,ASIMET,LGR011,,,,,,False,False
2057,CGINS-METLGR-00028,,Sensor,0,Bulk Meteorology Instrument Package: METBK LGR Module,,Star Engineering,ASIMET,LGR028,,,,,,False,False
2058,CGINS-METLGR-00029,OL000319,Sensor,0,Bulk Meteorology Instrument Package: METBK LGR Module,METBK,Star Engineering,ASIMET,LGR029,,,,,,False,False
2059,CGINS-METLGR-00030,OL000388,Sensor,0,Bulk Meteorology Instrument Package: METBK LGR Module,MTBK for CE04OSSM-00002,Star Engineering,ASIMET,LGR030,,,,MTBK for CE04OSSM-00002,,False,False
2068,CGINS-METLWR-00231,A00746,Sensor,0,Bulk Meteorology Instrument Package: METBK LWR Module,METBK LWR MODULE,Star Engineering,ABS104-LWR,LWR231,,20140312.0,11600.0,,,False,False
2071,CGINS-METLWR-00242,A00203,Sensor,0,Bulk Meteorology Instrument Package: METBK LWR Module,METBK LWR MODULE,Star Engineering,ABS104-LWR,LWR242,,20121231.0,11600.0,,,False,False
2078,CGINS-METLWR-00250,A00321,Sensor,0,Bulk Meteorology Instrument Package: METBK LWR Module,METBK LWR MODULE,Star Engineering,ABS104-LWR,LWR250,,20130614.0,11600.0,,,False,False
2079,CGINS-METLWR-00251,A00322,Sensor,0,Bulk Meteorology Instrument Package: METBK LWR Module,METBK LWR MODULE,Star Engineering,ABS104-LWR,LWR251,,20130614.0,11600.0,,,False,False
2080,CGINS-METLWR-00266,A00454,Sensor,0,Bulk Meteorology Instrument Package: METBK LWR Module,METBK LWR MODULE,Star Engineering,ABS104-LWR,LWR266,,20130930.0,11600.0,,,False,False
2101,CGINS-METLWR-00288,A01274,Sensor,0,Bulk Meteorology Instrument Package: METBK LWR Module,METBK LWR MODULE,Star Engineering,ABS104-LWR,LWR288,,20150227.0,11600.0,,,False,False
2103,CGINS-METLWR-00313,,Sensor,0,Bulk Meteorology Instrument Package: METBK LWR Module,METBK LWR MODULE,Star Engineering,ABS104-LWR,LWR313,,,,,,False,False
2104,CGINS-METPRC-000231,A00186,Sensor,0,Bulk Meteorology Instrument Package: METBK PRC Module,METBK PRC MODULE,Star Engineering,ABS103-PRC,PRC231,,20121226.0,8200.0,,,False,False
2126,CGINS-METPRC-00257,A01281,Sensor,0,Bulk Meteorology Instrument Package: METBK PRC Module,METBK PRC MODULE,Star Engineering,ABS103-PRC,PRC257,,20150227.0,8200.0,,,False,False
2128,CGINS-METPRC-00259,A01283,Sensor,0,Bulk Meteorology Instrument Package: METBK PRC Module,METBK PRC MODULE,Star Engineering,ABS103-PRC,PRC259,,20150227.0,8200.0,,,False,False
2135,CGINS-METSWR-00244,A00202,Sensor,0,Bulk Meteorology Instrument Package: METBK SWR Module,METBK SWR MODULE,Star Engineering,ABS105-SWR,SWR244,,20121231.0,11200.0,,,False,False
2143,CGINS-METSWR-00253,A00313,Sensor,0,Bulk Meteorology Instrument Package: METBK SWR Module,METBK SWR MODULE,Star Engineering,ABS105-SWR,SWR253,,20130520.0,11200.0,,,False,False
2164,CGINS-METSWR-00280,A01287,Sensor,0,Bulk Meteorology Instrument Package: METBK SWR Module,METBK SWR MODULE,Star Engineering,ABS105-SWR,SWR280,,20150227.0,11200.0,,,False,False
2165,CGINS-METSWR-00281,A01288,Sensor,0,Bulk Meteorology Instrument Package: METBK SWR Module,METBK SWR MODULE,Star Engineering,ABS105-SWR,SWR281,,20150227.0,11200.0,,,False,False
2166,CGINS-METSWR-00282,A01289,Sensor,0,Bulk Meteorology Instrument Package: METBK SWR Module,METBK SWR MODULE,Star Engineering,ABS105-SWR,SWR282,,20150227.0,11200.0,,,False,False
2195,CGINS-MOPAK0-11343,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11343,,,,,,False,False
2196,CGINS-MOPAK0-11347,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11347,,,,,,False,False
2197,CGINS-MOPAK0-11351,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11351,,,,,,False,False
2198,CGINS-MOPAK0-11353,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11353,,,,,,False,False
2199,CGINS-MOPAK0-11357,OL000342,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,6223-4220-11357,,,,,,False,False
2200,CGINS-MOPAK0-11358,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11358,,,,,,False,False
2201,CGINS-MOPAK0-11360,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11360,,,,,,False,False
2202,CGINS-MOPAK0-11363,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11363,,,,,,False,False
2203,CGINS-MOPAK0-11364,OL000339,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,6223-4220-11364,,,,,,False,False
2204,CGINS-MOPAK0-11838,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11838,,,,,,False,False
2205,CGINS-MOPAK0-11839,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11839,,,,,,False,False
2206,CGINS-MOPAK0-11843,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11843,,,,,,False,False
2207,CGINS-MOPAK0-11844,R00055,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,6223-4220-11844,,,,,,False,False
2208,CGINS-MOPAK0-11845,R00055,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,6223-4220-11845,,,,,,False,False
2209,CGINS-MOPAK0-11846,R00055,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,6223-4220-11846,,,,,,False,False
2210,CGINS-MOPAK0-11847,OL000587,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,6223-4220-11847,,,,,,False,False
2211,CGINS-MOPAK0-11848,,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,6223-4220-11848,,,,,,False,False
2212,CGINS-MOPAK0-11851,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11851,,,,,,False,False
2213,CGINS-MOPAK0-11854,OL000432,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,6223-4220-11854,,,,3DM-GX3-25,,False,False
2214,CGINS-MOPAK0-11856,OL000298,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,11856,,,,,,False,False
2215,CGINS-MOPAK0-11918,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11918,,,,,,False,False
2216,CGINS-MOPAK0-11923,,Sensor,0,3-Axis Motion Pack: MOPAK,,MicroStrain,3DM-GX3-25,6223-4220-11923,,,,,,False,False
2217,CGINS-MOPAK0-24112,N00025,Sensor,0,3-Axis Motion Pack: MOPAK,MOTION,MicroStrain,3DM-GX3-25,24112,,20150713.0,92259.49,,,False,False
2218,CGINS-MOPAK0-24436,OL000333,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,24436,,,,,,False,False
2219,CGINS-MOPAK0-27200,N00088,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,27200,,20140128.0,,,,False,False
2220,CGINS-MOPAK0-27201,N00109,Sensor,0,3-Axis Motion Pack: MOPAK,MOTION,MicroStrain,3DM-GX3-25,27201,,20140128.0,,,,False,False
2221,CGINS-MOPAK0-27202,N00095,Sensor,0,3-Axis Motion Pack: MOPAK,MOTION,MicroStrain,3DM-GX3-25,27202,,20140128.0,,,,False,False
2222,CGINS-MOPAK0-27203,N00081,Sensor,0,3-Axis Motion Pack: MOPAK,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,27203,,20140128.0,,,,False,False
2223,CGINS-MOPAK0-27204,N00102,Sensor,0,3-Axis Motion Pack: MOPAK,MOTION,MicroStrain,3DM-GX3-25,27204,3.35,20140128.0,,,,False,False
2224,CGINS-MOPAK0-35978,N00004,Sensor,0,3-Axis Motion Pack: MOPAK,MOTION,MicroStrain,3DM-GX3-25,35978,,20110617.0,,,,False,False
