OOIBARCODE,Manufacturer,Manufacturer's Serial No./Other Identifier,Tag Date,Organization,Tag
A00463,STAR ENGINEERING,SWND243,20130930,WHOI,115790
A00464,STAR ENGINEERING,PRC238,20131004,WHOI,115795
A00465,Sunburst Sensors,C0071,20131003,WHOI,115799
A00466,Wet Labs,1122,20131003,WHOI,115800
A00467,Wet Labs,1124,20131007,WHOI,115802
A00468,Sunburst Sensors,P0104,20131009,WHOI,115805
A00469,TRS,TAS,20130930,WHOI,115806
A00470,Wet Labs,1116,20130930,WHOI,115806
A00471,TELEDYNE WEBB RESEARCH,383,20130826,WHOI,115807
A00472,,,,,
A00473,TELEDYNE WEBB RESEARCH,386,20131011,WHOI,115811
A00474,Wet Labs,1121,20131002,WHOI,115812
A00475,Wet Labs,1123,20131002,WHOI,115813
A00476,SEA-BIRD ELECTRONICS,37-10904,20131021,WHOI,115814
A00477,SEA-BIRD ELECTRONICS,37-11002,20131021,WHOI,115815
A00478,STAR ENGINEERING,SWND244,20131021,WHOI,115816
A00479,STAR ENGINEERING,PRC236,20131021,WHOI,115817
A00480,STAR ENGINEERING,HRH278,20131021,WHOI,115818
A00481,STAR ENGINEERING,LWR276,20131021,WHOI,115819
A00482,STAR ENGINEERING,SWR269,20131021,WHOI,115820
A00483,STAR ENGINEERING,BPR246,20131021,WHOI,115821
A00484,STAR ENGINEERING,SWND246,20131021,WHOI,115822
A00485,STAR ENGINEERING,PRC237,20131021,WHOI,115823
A00486,STAR ENGINEERING,HRH276,20150604,WHOI,115824
A00487,STAR ENGINEERING,LWR270,20131021,WHOI,115825
A00488,STAR ENGINEERING,SWR259,20131021,WHOI,115826
A00489,STAR ENGINEERING,BPR247,20131021,WHOI,115827
A00490,Sunburst Sensors,P0105,20131022,WHOI,115828
A00491,TELEDYNE RDI,20495,20131025,WHOI,115829
A00492,TELEDYNE RDI,20496,20131025,WHOI,115830
A00493,TELEDYNE RDI,20499,20131025,WHOI,115831
A00494,TELEDYNE RDI,20530,20131029,WHOI,115836
A00495,DISA,89-88-169-312-003-509-159,20131021,WHOI,115837
A00496,Wet Labs,ACS-150,20131029,WHOI,115838
A00497,Wet Labs,ACS-151,20150604,WHOI,115839
A00498,SEA-BIRD ELECTRONICS,37-10906,20131101,WHOI,115841
A00499,SEA-BIRD ELECTRONICS,37-10905,20131101,WHOI,115842
A00500,SEA-BIRD ELECTRONICS,37-10903,20131101,WHOI,115843
A00501,STAR ENGINEERING,SWND241,20131101,WHOI,115844
A00502,STAR ENGINEERING,PRC245,20131101,WHOI,115845
A00503,STAR ENGINEERING,HRH279,20131101,WHOI,115846
A00504,STAR ENGINEERING,LWR279,20150604,WHOI,115847
A00505,STAR ENGINEERING,SWR271,20150604,WHOI,115848
A00506,STAR ENGINEERING,BPR250,20131101,WHOI,115849
A00507,STAR ENGINEERING,SWND233,20131101,WHOI,115850
A00508,STAR ENGINEERING,PRC246,20131101,WHOI,115851
A00509,STAR ENGINEERING,HRH271,20131101,WHOI,115852
A00510,STAR ENGINEERING,LWR275,20150604,WHOI,115853
A00511,STAR ENGINEERING,SWR270,20131101,WHOI,115854
A00512,STAR ENGINEERING,BPR251,20131101,WHOI,115855
A00513,STAR ENGINEERING,SWND242,20150604,WHOI,115856
A00514,STAR ENGINEERING,PRC249,20131101,WHOI,115857
A00515,STAR ENGINEERING,HRH273,20150604,WHOI,115858
A00516,STAR ENGINEERING,LWR277,20131101,WHOI,115859
A00517,STAR ENGINEERING,SWR274,20131101,WHOI,115860
A00518,STAR ENGINEERING,BPR255,20131101,WHOI,115861
A00519,PRO-OCEANUS,TAS33-184-50A,20150604,WHOI,115863
A00520,EdgeTech,46369,20131104,WHOI,115864
A00521,EdgeTech,46275,20131104,WHOI,115865
A00522,EdgeTech,46276,20131104,WHOI,115866
A00523,EdgeTech,46271,20131104,WHOI,115867
A00524,EdgeTech,46253,20131104,WHOI,115868
A00525,EdgeTech,46252,20131104,WHOI,115869
A00526,EdgeTech,46370,20131104,WHOI,115870
A00527,EdgeTech,46368,20131104,WHOI,115871
A00528,EdgeTech,46254,20131104,WHOI,115872
A00529,EdgeTech,46259,20131104,WHOI,115873
A00530,EdgeTech,46250,20131104,WHOI,115874
A00531,EdgeTech,46251,20131105,WHOI,115875
A00532,EdgeTech,46255,20131104,WHOI,115876
A00533,EdgeTech,46256,20131104,WHOI,115877
A00534,EdgeTech,46257,20131104,WHOI,115878
A00535,EdgeTech,46258,20131104,WHOI,115879
A00536,EdgeTech,46259, Missing from SIO inventory,20131104,WHOI
A00537,EdgeTech,46260,20150604,WHOI,115881
A00538,EdgeTech,46270,20131104,WHOI,115882
A00539,EdgeTech,46367,20131104,WHOI,115883
A00540,EdgeTech,48482,20131104,WHOI,115884
A00541,EdgeTech,48483,20131104,WHOI,115885
A00542,EdgeTech,48499,20131104,WHOI,115886
A00543,EdgeTech,48485,20131104,WHOI,115887
A00544,EdgeTech,48486,20131104,WHOI,115888
A00545,EdgeTech,48487,20131104,WHOI,115889
A00546,EdgeTech,48488,20150604,WHOI,115890
A00547,EdgeTech,48489,20131104,WHOI,115891
A00548,EdgeTech,48491,20131104,WHOI,115892
A00549,EdgeTech,48492,20131104,WHOI,115893
A00550,EdgeTech,48493,20131104,WHOI,115894
A00551,EdgeTech,48494,20131104,WHOI,115895
A00552,EdgeTech,46287,20131104,WHOI,115896
A00553,EdgeTech,46290,20131104,WHOI,115897
A00554,EdgeTech,46263,20131104,WHOI,115898
A00555,EdgeTech,46266,20131104,WHOI,115899
A00556,EdgeTech,46269,20131104,WHOI,115900
A00557,EdgeTech,46265,20131104,WHOI,115901
A00558,EdgeTech,46261,20131104,WHOI,115902
A00559,EdgeTech,46264,20131104,WHOI,115903
A00560,EdgeTech,46268,20131104,WHOI,115904
A00561,EdgeTech,46267,20131104,WHOI,115905
A00562,EdgeTech,46262,20131104,WHOI,115906
A00563,EdgeTech,46281,20150604,WHOI,115907
A00564,EdgeTech,46283,20150604,WHOI,115908
A00565,EdgeTech,46284,20131104,WHOI,115909
A00566,PP SYSTEMS,TAS133908,20131108,WHOI,115915
A00567,Sunburst Sensors,P0101,20131113,WHOI,115920
A00568,TELEDYNE RDI,20502,20131115,WHOI,115925
A00569,TELEDYNE RDI,20503,20131115,WHOI,115926
A00570,TELEDYNE RDI,20504,20131115,WHOI,115927
A00571,Wet Labs,ACS-153,20131122,WHOI,115931
A00572,Wet Labs,ACS-159,20131122,WHOI,115932
A00573,Wet Labs,ACS-152,20131122,WHOI,115933
A00574,ROLLS ROYCE,MAILED TAG 12/6   N/A,20130425,WHOI,115947
A00575,Wet Labs,ACS-136,20130426,WHOI,115950
A00576,Wet Labs,ACS-140,20130426,WHOI,115951
A00577,NORTEK,6328,20130916,WHOI,115952
A00578,NORTEK,6327,20130916,WHOI,115953
A00579,NORTEK,6325,20130916,WHOI,115954
A00580,NORTEK,6326,20130916,WHOI,115955
A00581,Wet Labs,ACS-149,20131002,WHOI,115956
A00582,Wet Labs,ACS-154,20131125,WHOI,115957
A00583,TELEDYNE WEBB RESEARCH,388,20131223,WHOI,115983
A00584,TELEDYNE WEBB RESEARCH,389,20131223,WHOI,115984
A00585,TELEDYNE WEBB RESEARCH,387,20131223,WHOI,115985
A00586,DISA,89-88-169-312-003-481-995,20131216,WHOI,115986
A00587,DISA,89-88-169-312-003-481-987,20131216,WHOI,115987
A00588,DISA,89-88-169-312-003-481-979,20131216,WHOI,115988
A00589,DISA,89-88-169-312-003-481-961,20131216,WHOI,115989
A00590,DISA,89-88-169-312-003-481-953,20131216,WHOI,115990
A00591,DISA,89-88-169-312-003-509-381,20131216,WHOI,115991
A00592,DISA,89-88-169-312-003-509-787,20131216,WHOI,115992
A00593,DISA,89-88-169-312-003-509-795,20131216,WHOI,115993
A00594,DISA,89-88-169-312-003-509-803,20131216,WHOI,115994
A00595,Wet Labs,ACS-142,20140106,WHOI,116043
A00596,EOM OFFSHORE,TAS05,20131217,WHOI,116044
A00597,EOM OFFSHORE,TAS06,20131217,WHOI,116045
A00598,EOM OFFSHORE,TAS02,20131217,WHOI,116046
A00599,Wet Labs,ACS-165,20140108,WHOI,116048
A00600,SEA-BIRD ELECTRONICS,37-11117,20140108,WHOI,116049
A00601,SEA-BIRD ELECTRONICS,37-11123E,20140108,WHOI,116050
A00602,STAR ENGINEERING,HRH272,20140108,WHOI,116051
A00603,STAR ENGINEERING,LWR272,20140108,WHOI,116052
A00604,STAR ENGINEERING,SWR272,20130108,WHOI,116053
A00605,STAR ENGINEERING,BPR245,20140108,WHOI,116054
A00606,STAR ENGINEERING,SWND243,20140108,WHOI,116055
A00607,STAR ENGINEERING,PRC248,20140108,WHOI,116056
A00608,STAR ENGINEERING,HRH280,20150604,WHOI,116057
A00609,STAR ENGINEERING,LWR280,20140108,WHOI,116058
A00610,STAR ENGINEERING,SWR273,20140108,WHOI,116059
A00611,STAR ENGINEERING,BPR248,20140108,WHOI,116060
A00612,STAR ENGINEERING,SWND232,20140108,WHOI,116061
A00613,STAR ENGINEERING,PRC250,20140108,WHOI,116062
A00614,Wet Labs,1152,20140103,WHOI,116063
A00615,Wet Labs,1153,20140103,WHOI,116064
A00616,Wet Labs,1154,20140103,WHOI,116065
A00617,Wet Labs,1155,20140103,WHOI,116066
A00618,EOM OFFSHORE,TAS 05,20131021,WHOI,116069
A00619,EOM OFFSHORE,TAS 08,20131021,WHOI,116070
A00620,EOM OFFSHORE,TAS 09,20131021,WHOI,116071
A00621,EOM OFFSHORE,TAS10,20131021,WHOI,116072
A00622,EOM OFFSHORE,TAS05,20131104,WHOI,116073
A00623,EOM OFFSHORE,TAS06,20150604,WHOI,116074
A00624,EOM OFFSHORE,TAS07,20131104,WHOI,116075
A00625,EOM OFFSHORE,TAS08,20140123,WHOI,
A00626,Sunburst Sensors,C0078,20140109,WHOI,A00626
A00627,Sunburst Sensors,P0116,20140110,WHOI,A00627
A00628,Sunburst Sensors,C0081,20140110,WHOI,A00628
A00629,Sunburst Sensors,P0115,20140109,WHOI,A00629
A00630,MCLANE,ML13104-01,20140115,WHOI,A00630
A00631,MCLANE,ML13104-02,20140115,WHOI,A00631
A00632,MCLANE,ML13104-03,20140115,WHOI,A00632
A00633,EdgeTech,48242,20140122,WHOI,A00633
A00634,EdgeTech,48243,20131127,WHOI,A00634
A00635,SEA-BIRD ELECTRONICS,16-50001,20140429,WHOI,A00635
A00636,SEA-BIRD ELECTRONICS,37-11480,20140429,WHOI,A00636
A00637,SEA-BIRD ELECTRONICS,37-11481,20140429,WHOI,A00637
A00638,SEA-BIRD ELECTRONICS,37-11482,20140429,WHOI,A00638
A00639,SEA-BIRD ELECTRONICS,37-11483,20140429,WHOI,A00639
A00640,SEA-BIRD ELECTRONICS,37-11484,20140429,WHOI,A00640
A00641,SEA-BIRD ELECTRONICS,37-11485,20140429,WHOI,A00641
A00642,SEA-BIRD ELECTRONICS,37-11486,20140429,WHOI,A00642
A00643,SEA-BIRD ELECTRONICS,37-11475,20140429,WHOI,A00643
A00644,SEA-BIRD ELECTRONICS,37-11476,20140429,WHOI,A00644
A00645,SEA-BIRD ELECTRONICS,37-11477,20140429,WHOI,A00645
A00646,SEA-BIRD ELECTRONICS,37-11478,20140429,WHOI,A00646
A00647,SEA-BIRD ELECTRONICS,37-11479,20140429,WHOI,A00647
A00648,Sunburst Sensors,P0117,20140121,WHOI,A00648
A00649,Sunburst Sensors,P0120,20140121,WHOI,A00649
A00650,Sunburst Sensors,P0121,20140121,WHOI,A00650
A00651,,,,,
A00652,,,,,
A00653,,,,,
A00654,,,,,
A00655,TELEDYNE RDI,21002,20140131,WHOI,116122
A00656,AXYS Technologies,TAS05311,20140204,WHOI,116124
A00657,AXYS Technologies,5321,20140204,WHOI,116125
A00658,Sunburst Sensors,C0079,20140127,WHOI,116126
A00659,Sunburst Sensors,C0080,20140127,WHOI,116042
A00660,Sunburst Sensors,P0122,20140127,WHOI,116127
A00661,Sunburst Sensors,P0118,20140128,WHOI,116128
A00662,Sunburst Sensors,P0124,20140128,WHOI,116129
A00663,SATLANTIC,248,20140128,WHOI,116130
A00664,SATLANTIC,249,20140128,WHOI,116131
A00665,SATLANTIC,250,20140128,WHOI,116132
A00666,SATLANTIC,251,20140128,WHOI,116133
A00667,SEA-BIRD ELECTRONICS,37-11609,20140128,WHOI,116138
A00668,SEA-BIRD ELECTRONICS,37-11610,20140128,WHOI,116139
A00669,SEA-BIRD ELECTRONICS,37-11595,20140128,WHOI,116140
A00670,SEA-BIRD ELECTRONICS,37-11594,20140128,WHOI,116141
A00671,SEA-BIRD ELECTRONICS,37-11593,20140128,WHOI,116142
A00672,SEA-BIRD ELECTRONICS,37-11603,20140128,WHOI,116143
A00673,SEA-BIRD ELECTRONICS,37-11611,20140128,WHOI,116144
A00674,SEA-BIRD ELECTRONICS,37-11596,20140128,WHOI,116145
A00675,SEA-BIRD ELECTRONICS,37-11604,20140128,WHOI,116146
A00676,SEA-BIRD ELECTRONICS,37-11605,20140128,WHOI,A00676
A00677,SEA-BIRD ELECTRONICS,37-11612,20140128,WHOI,A00677
A00678,SEA-BIRD ELECTRONICS,37-11613,20140128,WHOI,A00678
A00679,SEA-BIRD ELECTRONICS,37-11534,20140128,WHOI,A00679
A00680,SEA-BIRD ELECTRONICS,37-11533,20140128,WHOI,A00680
A00681,SEA-BIRD ELECTRONICS,37-11608,20140128,WHOI,A00681
A00682,SEA-BIRD ELECTRONICS,37-11607,20140128,WHOI,A00682
A00683,SEA-BIRD ELECTRONICS,37-11535,20140128,WHOI,A00683
A00684,SEA-BIRD ELECTRONICS,37-11606,20140128,WHOI,A00684
A00685,SEA-BIRD ELECTRONICS,37-11601,20140128,WHOI,A00685
A00686,SEA-BIRD ELECTRONICS,37-11602,20140128,WHOI,A00686
A00687,SEA-BIRD ELECTRONICS,37-11598,20140128,WHOI,A00687
A00688,SEA-BIRD ELECTRONICS,37-11597,20140128,WHOI,A00688
A00689,SEA-BIRD ELECTRONICS,37-11600,20140128,WHOI,A00689
A00690,SEA-BIRD ELECTRONICS,37-11599,20140128,WHOI,A00690
A00691,SATLANTIC,264,20140218,WHOI,A00691
A00692,SATLANTIC,265,20140218,WHOI,A00692
A00693,SATLANTIC,254,20140218,WHOI,A00693
A00694,SATLANTIC,255,20140218,WHOI,A00694
A00695,Wet Labs,1150,20140218,WHOI,A00695
A00696,Wet Labs,1151,20140218,WHOI,116250
A00697,SEA-BIRD ELECTRONICS,16-50002,20140218,WHOI,116255
A00698,SEA-BIRD ELECTRONICS,16-50003,20140218,WHOI,116256
A00699,SEA-BIRD ELECTRONICS,16-50004,20150604,WHOI,116257
A00700,SEA-BIRD ELECTRONICS,16-50008,20150604,WHOI,116258
A00701,INGERSOLL RAND,24872,20140217,WHOI,116259
A00702,INGERSOLL RAND,24873,20140219,WHOI,116260
A00703,STAR ENGINEERING,WND247,20150604,WHOI,116271
A00704,STAR ENGINEERING,WND248,20140227,WHOI,116272
A00705,STAR ENGINEERING,HRH283,20140227,WHOI,116273
A00706,STAR ENGINEERING,HRH281,20150604,WHOI,116274
A00707,STAR ENGINEERING,PRC253,20150604,WHOI,116275
A00708,STAR ENGINEERING,PRC254,20140227,WHOI,116276
A00709,STAR ENGINEERING,LWR283,20140227,WHOI,116277
A00710,STAR ENGINEERING,LWR284,20140227,WHOI,116278
A00711,STAR ENGINEERING,SWR277,20140227,WHOI,116279
A00712,STAR ENGINEERING,SWR278,20140227,WHOI,116280
A00713,STAR ENGINEERING,BPR257,20140227,WHOI,116281
A00714,STAR ENGINEERING,BPR258,20140227,WHOI,116282
A00715,SEA-BIRD ELECTRONICS,37-11561,20140227,WHOI,116283
A00716,SEA-BIRD ELECTRONICS,37-11558,20140227,WHOI,116284
A00717,STAR ENGINEERING,BPR243,20140304,WHOI,116289
A00718,STAR ENGINEERING,BPR242,20140304,WHOI,116290
A00719,STAR ENGINEERING,BPR249,20140305,WHOI,116291
A00720,STAR ENGINEERING,BPR254,20140305,WHOI,116292
A00721,STAR ENGINEERING,LWR274,20140305,WHOI,116293
A00722,STAR ENGINEERING,LWR271,20140305,WHOI,116294
A00723,STAR ENGINEERING,PRC244,20150604,WHOI,116295
A00724,STAR ENGINEERING,PRC242,20140305,WHOI,116296
A00725,STAR ENGINEERING,SWND235,20140307,WHOI,116297
A00726,STAR ENGINEERING,SWND237,20140307,WHOI,116298
A00727,SEA-BIRD ELECTRONICS,37-11092,20140305,WHOI,116299
A00728,SEA-BIRD ELECTRONICS,37-11091,20150604,WHOI,116300
A00729,SEA-BIRD ELECTRONICS,37-11093,20150604,WHOI,116301
A00730,SEA-BIRD ELECTRONICS,37-11090,20140305,WHOI,116302
A00731,STAR ENGINEERING,HRH268,20140305,WHOI,116303
A00732,STAR ENGINEERING,HRH265,20140305,WHOI,116304
A00733,STAR ENGINEERING,HRH264,20140305,WHOI,116305
A00734,STAR ENGINEERING,HRH267,20140305,WHOI,116306
A00735,STAR ENGINEERING,SWR267,20140307,WHOI,116307
A00736,STAR ENGINEERING,SWR262,20150604,WHOI,116308
A00737,STAR ENGINEERING,SWR264,20140307,WHOI,116309
A00738,STAR ENGINEERING,SWR266,20140307,WHOI,116310
A00739,STAR ENGINEERING,LWR267,20140305,WHOI,116311
A00740,STAR ENGINEERING,LWR269,20150604,WHOI,116312
A00741,EOM OFFSHORE,TAS029,20140311,WHOI,
A00742,EOM OFFSHORE,TAS019,20140311,WHOI,116318
A00743,EOM OFFSHORE,TAS022,20140311,WHOI,116319
A00744,EOM OFFSHORE,TAS024,20140311,WHOI,116320
A00745,EOM OFFSHORE,TAS023,20140311,WHOI,116321
A00746,STAR ENGINEERING,LWR231,20140312,WHOI,116322
A00747,STAR ENGINEERING,PRC256,20140312,WHOI,116323
A00748,STAR ENGINEERING,PRC255,20140312,WHOI,116324
A00749,STAR ENGINEERING,BPR256,20140312,WHOI,116325
A00750,STAR ENGINEERING,BPR259,20140312,WHOI,116326
A00751,SEA-BIRD ELECTRONICS,37-11559,20140312,WHOI,116327
A00752,SEA-BIRD ELECTRONICS,37-11560,20140312,WHOI,116328
A00753,STAR ENGINEERING,HRH284,20140312,WHOI,116329
A00754,STAR ENGINEERING,HRH282,20140312,WHOI,116330
A00755,STAR ENGINEERING,LWR282,20140312,WHOI,116331
A00756,STAR ENGINEERING,SWR276,20150604,WHOI,116332
A00757,STAR ENGINEERING,SWR275,20140312,WHOI,116333
A00758,STAR ENGINEERING,SWND250,20140312,WHOI,116334
A00759,STAR ENGINEERING,WND249,20150604,WHOI,116335
A00760,ENGINEERED SYNTACTIC SYSTEMS,TAS,20140324,WHOI,116336
A00761,SEA-BIRD ELECTRONICS,26P76848-1387,20140313,WHOI,116337
A00762,SEA-BIRD ELECTRONICS,26P76848-1388,20150604,WHOI,116338
A00763,EdgeTech,46285,20140314,WHOI,116692
A00764,EdgeTech,46286,20150604,WHOI,116693
A00765,EdgeTech,46288,20140314,WHOI,116694
A00766,EdgeTech,46289,20140314,WHOI,116695
A00767,EdgeTech,46291,20150604,WHOI,116696
A00768,EdgeTech,46292,20150604,WHOI,116697
A00769,EdgeTech,46293,20140314,WHOI,116698
A00770,EdgeTech,46294,20150604,WHOI,116699
A00771,EdgeTech,46249,20140314,WHOI,116347
A00772,EdgeTech,48495,20140314,WHOI,116348
A00773,EdgeTech,48496,20140314,WHOI,116349
A00774,EdgeTech,48497,20140314,WHOI,116350
A00775,EdgeTech,48498,20140314,WHOI,116351
A00776,EdgeTech,48484,20150604,WHOI,116352
A00777,EdgeTech,48500,20140314,WHOI,116353
A00778,EdgeTech,48501,20140314,WHOI,116354
A00779,EdgeTech,48502,20140314,WHOI,116355
A00780,EdgeTech,48503,20140314,WHOI,116356
A00781,EdgeTech,48504,20140314,WHOI,116357
A00782,EdgeTech,48505,20140314,WHOI,116358
A00783,EdgeTech,48506,20140314,WHOI,116359
A00784,EdgeTech,48507,20140314,WHOI,116360
A00785,EdgeTech,48508,20140314,WHOI,116361
A00786,EdgeTech,48509,20140314,WHOI,116362
A00787,EdgeTech,48510,20140314,WHOI,116363
A00788,EdgeTech,48511,20140314,WHOI,116364
A00789,EdgeTech,46272,20140314,WHOI,116365
A00790,EdgeTech,46273,20140314,WHOI,116366
A00791,EdgeTech,46274,20140314,WHOI,116367
A00792,EdgeTech,48512,20140314,WHOI,116368
A00793,AXYS Technologies,5271,20140130,WHOI,116369
A00794,AXYS Technologies,5281,20140130,WHOI,116370
A00795,AXYS Technologies,5291,20140130,WHOI,116381
A00796,AXYS Technologies,5301,20140130,WHOI,116382
A00797,Sunburst Sensors,P0119,20140212,WHOI,116384
A00798,Sunburst Sensors,C0083,20140212,WHOI,116385
A00799,Sunburst Sensors,P0125,20140220,WHOI,116386
A00800,Sunburst Sensors,C0082,20140303,WHOI,116387
A00801,TELEDYNE WEBB RESEARCH,384,20110628,WHOI,116383
A00802,Aanderaa Instruments,291,20140130,WHOI,116389
A00803,Aanderaa Instruments,292,20140130,WHOI,116390
A00804,Aanderaa Instruments,311,20140130,WHOI,116391
A00804,Aanderaa Instruments,311,20140130,WHOI,116391
A00805,Aanderaa Instruments,313,20140130,WHOI,116392
A00806,Aanderaa Instruments,314,20140130,WHOI,116393
A00807,Aanderaa Instruments,315,20140130,WHOI,116394
A00808,Aanderaa Instruments,316,20140130,WHOI,116395
A00809,Aanderaa Instruments,317,20140130,WHOI,116396
A00810,TELEDYNE BENTHOS,62970,20140331,WHOI,116407
A00811,REEL O MATIC,1326534,20140417,WHOI,116450
A00812,REEL O MATIC,29905-D14,20140417,WHOI,116451
A00813,SEA-BIRD ELECTRONICS,26P76848-1386,20150604,WHOI,116453
A00814,ENGINEERED SYNTACTIC SYSTEMS,TAGONSITE,20140423,WHOI,116454
A00815,ENGINEERED SYNTACTIC SYSTEMS,TAGONSITE,20140423,WHOI,116455
A00816,TELEDYNE RDI,21496,20150604,WHOI,116463
A00817,EOM OFFSHORE,TAS012,20140407,WHOI,116444
A00818,EOM OFFSHORE,TAS020,20140407,WHOI,116445
A00819,EOM OFFSHORE,TAS021,20140407,WHOI,116446
A00820,EOM OFFSHORE,TAS008,20140407,WHOI,116447
A00821,DISA,89-88-169-312-003-910-225,20130429,WHOI,116464
A00822,DISA,89-88-169-312-003-910-233,20130429,WHOI,116465
A00823,DISA,89-88-169-312-003-910-241,20130429,WHOI,116466
A00824,DISA,89-88-169-312-003-910-258,20130429,WHOI,116467
A00825,AW NIEMEYER GMBH,NA,20140509,WHOI,116468
A00826,TELEDYNE BENTHOS,63162,20140331,WHOI,116480
A00827,TELEDYNE BENTHOS,63163,20140428,WHOI,116481
A00828,TELEDYNE BENTHOS,63165,20140428,WHOI,116482
A00829,TELEDYNE BENTHOS,63167,20140428,WHOI,116483
A00830,TELEDYNE BENTHOS,63161,20140331,WHOI,116484
A00831,TELEDYNE BENTHOS,63164,20140428,WHOI,116485
A00832,TELEDYNE BENTHOS,63166,20140428,WHOI,116486
A00833,TELEDYNE BENTHOS,63168,20140428,WHOI,116487
A00834,TELEDYNE BENTHOS,62919,20140327,WHOI,116488
A00835,SEA-BIRD ELECTRONICS,138,20140128,WHOI,116117
A00836,FALMOUTH SCIENTIFIC,1131,20140128,WHOI,116118
A00837,Wet Labs,3398,20140128,WHOI,116119
A00838,Wet Labs,3400,20140128,WHOI,116120
A00839,DISA,89-88-169-312-003-910-167,20130320,WHOI,116491
A00840,DISA,89-88-169-312-003-910-159,20150623,WHOI,116492
A00841,DISA,89-88-169-312-003-910-175,20130320,WHOI,116493
A00842,DISA,89-88-169-312-003-910-183,20150707,WHOI,116494
A00843,DISA,89-88-169-312-003-910-191,20130320,WHOI,116496
A00844,DISA,89-88-169-312-003-910-191,20130320,WHOI,116495
A00845,DISA,89-88-169-312-003-910-217,20130320,WHOI,116498
A00846,MCLANE,ML13103-01,20140128,WHOI,116499
A00847,MCLANE,ML13103-02,20150604,WHOI,116500
A00848,MCLANE,ML13103-03,20150604,WHOI,116501
A00849,MCLANE,ML13103-04,20150604,WHOI,116502
A00850,MCLANE,ML13103-05,20150604,WHOI,116503
A00851,TELEDYNE WEBB RESEARCH,452,20130422,WHOI,116504
A00852,TELEDYNE WEBB RESEARCH,453,20140422,WHOI,116505
A00853,TELEDYNE RDI,21654,20140530,WHOI,116509
A00854,TELEDYNE RDI,21638,20140530,WHOI,116510
A00855,TELEDYNE RDI,21717,20140530,WHOI,116512
A00856,TELEDYNE RDI,21639,20140530,WHOI,116513
A00857,SATLANTIC,269,20140611,WHOI,116534
A00858,SATLANTIC,270,20140611,WHOI,116535
A00859,SATLANTIC,271,20150615,WHOI,116536
A00860,SATLANTIC,272,20150604,WHOI,116537
A00861,Aanderaa Instruments,375,20150615,WHOI,116542
A00862,Aanderaa Instruments,376,20150604,WHOI,116543
A00863,Aanderaa Instruments,377,20140618,WHOI,116545
A00864,Aanderaa Instruments,378,20140618,WHOI,116546
A00865,Aanderaa Instruments,379,20140618,WHOI,116547
A00866,SEA-BIRD ELECTRONICS,37-12189,20140604,WHOI,116548
A00867,SEA-BIRD ELECTRONICS,37-12190,20140604,WHOI,116549
A00868,SEA-BIRD ELECTRONICS,37-12218,20140604,WHOI,116550
A00869,SEA-BIRD ELECTRONICS,37-12219,20140604,WHOI,116551
A00870,SEA-BIRD ELECTRONICS,37-12220,20140604,WHOI,116552
A00871,SEA-BIRD ELECTRONICS,37-12221,20140604,WHOI,116553
A00872,SEA-BIRD ELECTRONICS,37-12222,20140604,WHOI,116554
A00873,SEA-BIRD ELECTRONICS,37-12223,20140604,WHOI,116555
A00874,SEA-BIRD ELECTRONICS,37-12224,20140604,WHOI,116556
A00875,SEA-BIRD ELECTRONICS,37-12225,20140604,WHOI,116557
A00876,SEA-BIRD ELECTRONICS,37-12226,20140604,WHOI,116558
A00877,SEA-BIRD ELECTRONICS,37-12227,20140604,WHOI,116559
A00878,SATLANTIC,267,20140627,WHOI,116562
A00879,SATLANTIC,268,20140627,WHOI,116563
A00880,SATLANTIC,266,20140627,WHOI,116564
A00881,SATLANTIC,269,20150604,WHOI,116565
A00882,SEA-BIRD ELECTRONICS,37-12302,20140627,WHOI,116567
A00883,SEA-BIRD ELECTRONICS,37-12303,20140627,WHOI,116568
A00884,SEA-BIRD ELECTRONICS,12304,20140627,WHOI,116569
A00885,SEA-BIRD ELECTRONICS,12305,20140627,WHOI,116570
A00886,SEA-BIRD ELECTRONICS,12306,20140627,WHOI,116571
A00887,SEA-BIRD ELECTRONICS,12307,20140627,WHOI,116572
A00888,Wet Labs,BBFL2W-1213,20140627,WHOI,116573
A00889,Wet Labs,BBFL2W-1214,20140627,WHOI,116574
A00890,Aanderaa Instruments,382,20140701,WHOI,116579
A00891,Aanderaa Instruments,385,20150604,WHOI,116580
A00892,Aanderaa Instruments,386,20140701,WHOI,116581
A00893,Aanderaa Instruments,387,20150604,WHOI,116582
A00894,Aanderaa Instruments,388,20140701,WHOI,116583
A00895,Aanderaa Instruments,389,20140701,WHOI,116584
A00896,Aanderaa Instruments,390,20140701,WHOI,116585
A00897,Sunburst Sensors,P0137,20140709,WHOI,116595
A00898,Sunburst Sensors,P0139,20140709,WHOI,116596
A00899,Aanderaa Instruments,391,20140711,WHOI,116599
A00900,Aanderaa Instruments,392,20140711,WHOI,116600
A00901,Aanderaa Instruments,393,20140711,WHOI,116601
A00902,Aanderaa Instruments,394,20140711,WHOI,116602
A00903,Aanderaa Instruments,381,20140711,WHOI,116603
A00904,,,20140714,WHOI,116604
A00905,Wet Labs,ACS-170,20140714,WHOI,116605
A00906,Wet Labs,ACS-174,20140714,WHOI,116606
A00907,Wet Labs,ACS-183,20140714,WHOI,116607
A00908,SEA-BIRD ELECTRONICS,37-12308,20140722,WHOI,116612
