ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO
CGINS-DOSTAD-00484,A01693,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D,Aanderaa,Optode 4831,484,,20150603,5092.2,,
CGINS-DOSTAD-00485,A01694,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D,Aanderaa,Optode 4831,485,,20150603,5092.2,,
CGINS-DOSTAD-00495,OL000069,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,495,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00497,OL000070,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,497,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00498,OL000036,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,498,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00502,OL000084,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,502,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00503,N00553,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,503,,,5092.2,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00507,N00549,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,507,,,5092.2,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00508,N00550,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,508,,,5092.2,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00512,N00554,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,512,,,5092.2,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00514,N00725,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,514,,,5092.2,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00515,OL000257,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,515,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00516,OL000258,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,516,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00517,OL000276,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,517,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00518,OL000277,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,518,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00519,,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,519,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAD-00663,A02166,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series D,DOSTA SERIES D (AADI 4831),Aanderaa,Optode 4831,663,4.9.1,20170403,,,Woods Hole Oceanographic Institution
CGINS-DOSTAJ-00209,N00588,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series J,DOSTA for WLP-001,Aanderaa,Optode 4831,209,,20130630,5258.25,,Oregon State University
CGINS-DOSTAJ-00308,N00596,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series J,DOSTA for WLP-006,Aanderaa,Optode 4831,308,,20140929,5258.25,,Oregon State University
CGINS-DOSTAJ-00350,N00564,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series J,DOSTA for WLP-004,Aanderaa,Optode 4831,350,,20140801,5258.25,,Woods Hole Oceanographic Institution
CGINS-DOSTAJ-00351,N00556,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series J,DOSTA for WLP-005,Aanderaa,Optode 4831,351,,20140801,5258.25,,Woods Hole Oceanographic Institutionv
CGINS-DOSTAJ-00352,N00580,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series J,DOSTA for WLP-002,Aanderaa,Optode 4831,352,,20140630,5258.25,,Oregon State University
CGINS-DOSTAJ-00353,N00572,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series J,DOSTA for WLP-003,Aanderaa,Optode 4831,353,,20140616,5258.25,,Oregon State University
CGINS-DOSTAJ-00646,,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series J,DOSTA for WLP-007,Aanderaa,Optode 4831,646,,20161230,,,Oregon State University
CGINS-DOSTAJ-00672,,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series J,DOSTA for WLP-008,Aanderaa,Optode 4831,672,,20161230,,,Oregon State University
CGINS-DOSTAL-01086,N00605,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML12936-02,Aanderaa,Optode 4330,1086,,20130320,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-01105,N00613,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML12997-01,Aanderaa,Optode 4330,1105,,20130320,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-01106,N00171,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML12774-01,Aanderaa,Optode 4330,1106,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-01473,N00128,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML13104-04,Aanderaa,Optode 4330,1473,,20140925,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-01475,N00167,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML13104-06,Aanderaa,Optode 4330,1475,,20140925,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-01476,N00114,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML13104-01,Aanderaa,Optode 4330,1476,,20140115,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-01477,N00657,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML13104-05,Aanderaa,Optode 4330,1477,,20140402,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-01478,N00617,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML13104-03,Aanderaa,Optode 4330,1478,,20140115,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-01479,N00661,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML13104-07,Aanderaa,Optode 4330,1479,,20140925,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-01480,N00609,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML13104-02,Aanderaa,Optode 4330,1480,,20140115,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-02195,OL000042,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global ML13452-02,Aanderaa,Optode 4330,2195,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-02196,OL000054,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global13452-04,Aanderaa,Optode 4330,2196,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-02197,OL000050,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global13452-03,Aanderaa,Optode 4330,2197,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAL-02198,OL000038,Sensor,0,Dissolved Oxygen Stable Response: DOSTA Series L,DOSTA for WFP Global13452-01,Aanderaa,Optode 4330,2198,,,,,Woods Hole Oceanographic Institution
CGINS-DOSTAM-00012,N00621,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,12,,20120525,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00019,N00318,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,19,,20121206,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00026,N00303,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,26,,20121002,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00027,N00308,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,27,,20121002,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00029,N00313,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,29,,20121206,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00030,N00323,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,30,,20121228,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00100,N00328,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,100,,20121228,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00105,N00731,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,105,,20130125,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00117,N00018,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,117,,20130125,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00123,N00034,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,123,,20130412,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00139,N00624,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,139,,20130530,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00142,N00134,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,142,,20130301,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00145,N00726,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,145,,20130701,186935,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00159,N00627,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,159,,20130530,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00161,N00630,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,161,,20130530,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00168,N00633,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,168,,20130530,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00169,N00636,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,169,,20130530,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00170,N00144,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,170,,20130701,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00171,N00149,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,171,,20130701,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00173,N00139,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,173,,20131223,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00176,N00353,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,176,,20131011,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00178,N00046,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,178,,20130806,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00189,N00154,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,189,,20130806,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00190,N00333,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,190,,20130806,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00191,N00338,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,191,,20130806,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00192,N00159,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,192,,20131223,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00193,N00164,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,193,,20131223,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00194,N00343,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,194,,20130826,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00195,N00348,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,195,,20110628,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00213,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,213,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00227,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,227,,,,CGSN Glider Instrument Pool,Woods Hole Oceanographic Institution
CGINS-DOSTAM-00281,N00639,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,281,,20140422,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00283,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,283,,,,CGSN Glider Instrument Pool,Woods Hole Oceanographic Institution
CGINS-DOSTAM-00310,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,310,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00322,N00535,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,322,,20140813,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00323,N00665,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,323,,20140825,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00324,N00529,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,324,,20140813,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00325,N00541,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,325,,20141120,171195,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00337,N00412,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,337,,20141212,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00338,N00532,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,338,,20140804,171901.09,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00339,N00538,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,339,,20140804,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00340,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,340,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00341,N00526,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,341,,20140804,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00347,N00409,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,347,,20141120,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00348,N00403,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,348,,20141120,171195,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00361,N00651,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,361,,20141223,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00362,N00642,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,362,,20150316,171195,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00363,OL000142,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,363,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00364,N00645,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,364,,20150326,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00398,OL000114,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,398,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00400,N00648,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,400,,20150522,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00401,N00544,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,401,,20150803,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00404,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,404,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00406,OL000149,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,406,,20121227,25000,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00414,OL000175,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,414,,20121227,25000,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00418,OL000145,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,418,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00420,OL000154,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,420,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00423,OL000161,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,423,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00432,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,432,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00436,OL000609,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,436,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00437,OL000169,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,437,,20121227,25000,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00438,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,438,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00480,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,480,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00494,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,494,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00496,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,496,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00499,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,,Aanderaa,Optode 4831,499,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00537,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,537,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00538,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,538,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00539,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,539,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00541,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,541,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00542,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,542,,,,CGSN Glider Instrument Pool,Woods Hole Oceanographic Institution
CGINS-DOSTAM-00543,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,543,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00566,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,566,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00568,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,568,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00569,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,569,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00570,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,570,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00604,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,604,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00605,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,605,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-00662,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,662,,,,CGSN Glider Instrument Pool,Woods Hole Oceanographic Institution
CGINS-DOSTAM-01059,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,1059,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAM-99999,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,UNKNOWN,,,,Placeholder for unknown S/N,
CGINS-DOSTAM-01407,,Sensor,1,Dissolved Oxygen Stable Response for Glider: DOSTA Series M,DOSTA for Slocum Glider,Aanderaa,Optode 4831,1407,,,,CGSN Glider Instrument Pool,
CGINS-DOSTAN-01519,,Sensor,1,Dissolved Oxygen for AUV: DOSTA Series N,DOSTA for Hydroid AUV,Aanderaa,Optode 4330,1519,,,,CGSN AUV Instrument Pool,Woods Hole Oceanographic Institution
CGINS-DOSTAN-01520,,Sensor,1,Dissolved Oxygen for AUV: DOSTA Series N,DOSTA for Hydroid AUV,Aanderaa,Optode 4330,1520,,,,CGSN AUV Instrument Pool,Woods Hole Oceanographic Institution
CGINS-DOSTAN-02901,,Sensor,1,Dissolved Oxygen for AUV: DOSTA Series N,DOSTA for Hydroid AUV,Aanderaa,Optode 4330,2901,,,,CGSN AUV Instrument Pool,Woods Hole Oceanographic Institution
CGINS-DOSTAN-02909,,Sensor,1,Dissolved Oxygen for AUV: DOSTA Series N,DOSTA for Hydroid AUV,Aanderaa,Optode 4330,2909,,,,CGSN AUV Instrument Pool,Woods Hole Oceanographic Institution
CGINS-FDCHPA-00010,A01101,Sensor,0,Direct Covariance Flux: FDCHP Series A,FDCHP CONTROL MODULE,WHOI,DCFS,10,,20140924,24000,,Woods Hole Oceanographic Institution
CGINS-FDCHPA-00012,A01098,Sensor,0,Direct Covariance Flux: FDCHP Series A,FDCHP CONTROL MODULE,WHOI,DCFS,12,,20140811,24000,multiple OSU institute tags,Oregon State University
CGINS-FDCHPA-00014,A01099,Sensor,0,Direct Covariance Flux: FDCHP Series A,FDCHP CONTROL MODULE,WHOI,DCFS,14,,20140630,24000,,Woods Hole Oceanographic Institution
CGINS-FDCHPA-00015,,Sensor,0,Direct Covariance Flux: FDCHP Series A,FDCHP CONTROL MODULE,WHOI,DCFS,15,,20140630,24000,,Woods Hole Oceanographic Institution
CGINS-FDCHPA-00016,A01627,Sensor,0,Direct Covariance Flux: FDCHP Series A,FDCHP CONTROL MODULE,WHOI,DCFS,16,,20141028,24000,,Woods Hole Oceanographic Institution
CGINS-FDCHPA-00017,A01097,Sensor,0,Direct Covariance Flux: FDCHP Series A,FDCHP CONTROL MODULE,WHOI,DCFS,17,,20140811,24000,,Oregon State University
