ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO
CGCON-CWFPCP-99105,,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML12991-05,,20130510,0,Early on this WFP had controller brains swapped with 12991-03 (belonging to EA),Woods Hole Oceanographic Institution
CGCON-ECPM01-00002,OL000201,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2,,,,"CE06ISSM-00001-CPM1 CE01ISSM-0000(1,2,4)-CPM1",Oregon State University
CGCON-ECPM01-00015,OL000208,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,15,,,,CE06ISSM-00004 CE06ISSM-00002-CPM1,Oregon State University
CGCON-ECPM01-00016,OL000295,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,3605-20018-0016,,,,"CE01ISSM-0000(3,5)-CPM1",Oregon State University
CGCON-ECPM01-00020,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,20,,,,CE01ISSM-00006-SBC11,Oregon State University
CGCON-ECPM01-01701,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,1701,,,,,Oregon State University
CGCON-ECPM01-50002,OL000216,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2,,,,CE06ISSM-00001-CPM1  added 50000 to sn UID  to distinguish the duplicated unit beteween with CE01ISSM-00002,Oregon State University
CGCON-EDCL17-00002,OL000203,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2,,,," CE06ISSM-00003-DCL17 CE01ISSM-0000(1,2,4)-DCL17 ",Oregon State University
CGCON-EDCL17-00015,OL000210,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,15,,,,"CE06ISSM-0000(2,4)-DCL17",Oregon State University
CGCON-EDCL17-00016,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,16,,,,CE06ISSM-00006-DCL17,Oregon State University
CGCON-EDCL17-00020,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,20,,,,CE01ISSM-00006-DCL17,Oregon State University
CGCON-EDCL17-01701,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,1701,,,,,Oregon State University
CGCON-EDCL17-50002,R00003,Sensor,0,Surface Buoy Data Concentrator Logger,Communications and Power Manager,WHOI,DCL,2,,,,CE06ISSM-00001-DCL17 added 50000 to sn UID  to distinguish the duplicated unit beteween with CE01ISSM-00002,Oregon State University
CGCON-GLDRCE-00247,OL000359,Sensor,1,Mobile Asset Controller for Coastal Glider,GL247 Controller,Teledyne Webb,G2 Slocum Gliders,247,,,,,Oregon State University
CGCON-GLDRCE-00311,OL000360,Sensor,1,Mobile Asset Controller for Coastal Glider,GL311 Controller,Teledyne Webb,G2 Slocum Gliders,311,,,,,Oregon State University
CGCON-GLDRCE-00312,OL000361,Sensor,1,Mobile Asset Controller for Coastal Glider,GL312 Controller,Teledyne Webb,G2 Slocum Gliders,312,,,,,Oregon State University
CGCON-GLDRCE-00319,OL000363,Sensor,1,Mobile Asset Controller for Coastal Glider,GL319 Controller,Teledyne Webb,G2 Slocum Gliders,319,,,,,Oregon State University
CGCON-GLDRCE-00320,OL000364,Sensor,1,Mobile Asset Controller for Coastal Glider,GL320 Controller,Teledyne Webb,G2 Slocum Gliders,320,,,,,Oregon State University
CGCON-GLDRCE-00326,OL000365,Sensor,1,Mobile Asset Controller for Coastal Glider,GL326 Controller,Teledyne Webb,G2 Slocum Gliders,326,,,,,Oregon State University
CGCON-GLDRCE-00327,OL000366,Sensor,1,Mobile Asset Controller for Coastal Glider,GL327 Controller,Teledyne Webb,G2 Slocum Gliders,327,,,,,Oregon State University
CGCON-GLDRCE-00381,OL000367,Sensor,1,Mobile Asset Controller for Coastal Glider,GL381 Controller,Teledyne Webb,G2 Slocum Gliders,381,,,,,Oregon State University
CGCON-GLDRCE-00382,OL000368,Sensor,1,Mobile Asset Controller for Coastal Glider,GL382 Controller,Teledyne Webb,G2 Slocum Gliders,382,,,,,Oregon State University
CGCON-GLDRCE-00383,OL000369,Sensor,1,Mobile Asset Controller for Coastal Glider,GL383 Controller,Teledyne Webb,G2 Slocum Gliders,383,,,,,Oregon State University
CGCON-GLDRCE-00384,OL000370,Sensor,1,Mobile Asset Controller for Coastal Glider,GL384 Controller,Teledyne Webb,G2 Slocum Gliders,384,,,,,Oregon State University
CGCON-GLDRCE-00386,OL000371,Sensor,1,Mobile Asset Controller for Coastal Glider,GL386 Controller,Teledyne Webb,G2 Slocum Gliders,386,,,,,Oregon State University
CGCON-GLDRCP-00335,OL000347,Sensor,1,Mobile Asset Controller for Coastal Glider,GL335 Controller,Teledyne Webb,G2 Slocum Gliders,335,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00336,OL000348,Sensor,1,Mobile Asset Controller for Coastal Glider,GL336 Controller,Teledyne Webb,G2 Slocum Gliders,336,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00339,OL000349,Sensor,1,Mobile Asset Controller for Coastal Glider,GL339 Controller,Teledyne Webb,G2 Slocum Gliders,339,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00340,OL000350,Sensor,1,Mobile Asset Controller for Coastal Glider,GL340 Controller,Teledyne Webb,G2 Slocum Gliders,340,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00374,OL000351,Sensor,1,Mobile Asset Controller for Coastal Glider,GL374 Controller,Teledyne Webb,G2 Slocum Gliders,374,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00375,OL000352,Sensor,1,Mobile Asset Controller for Coastal Glider,GL375 Controller,Teledyne Webb,G2 Slocum Gliders,375,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00376,OL000353,Sensor,1,Mobile Asset Controller for Coastal Glider,GL376 Controller,Teledyne Webb,G2 Slocum Gliders,376,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00379,OL000354,Sensor,1,Mobile Asset Controller for Coastal Glider,GL379 Controller,Teledyne Webb,G2 Slocum Gliders,379,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00380,OL000355,Sensor,1,Mobile Asset Controller for Coastal Glider,GL380 Controller,Teledyne Webb,G2 Slocum Gliders,380,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00387,OL000356,Sensor,1,Mobile Asset Controller for Coastal Glider,GL387 Controller,Teledyne Webb,G2 Slocum Gliders,387,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00388,OL000357,Sensor,1,Mobile Asset Controller for Coastal Glider,GL388 Controller,Teledyne Webb,G2 Slocum Gliders,388,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00389,OL000358,Sensor,1,Mobile Asset Controller for Coastal Glider,GL389 Controller,Teledyne Webb,G2 Slocum Gliders,389,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00514,,Sensor,1,Mobile Asset Controller for Coastal Glider,GL514 Controller,Teledyne Webb,G2 Slocum Gliders,514,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00564,,Sensor,1,Mobile Asset Controller for Coastal Glider,GL564 Controller,Teledyne Webb,G2 Slocum Gliders,564,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRCP-00583,,Sensor,1,Mobile Asset Controller for Coastal Glider,GL583 Controller,Teledyne Webb,G2 Slocum Gliders,583,,,,Was Global; now Coastal,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00470,,Sensor,1,Mobile Asset Controller for Profiling Glider,PG470 Controller,Teledyne Webb,G2 Slocum Gliders,470,,,,TO BE DELETED,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00514,OL000133,Sensor,1,Mobile Asset Controller for Profiling Glider,PG514 Controller,Teledyne Webb,G2 Slocum Gliders,514,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00515,OL000134,Sensor,1,Mobile Asset Controller for Profiling Glider,PG515 Controller,Teledyne Webb,G2 Slocum Gliders,515,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00528,OL000122,Sensor,1,Mobile Asset Controller for Profiling Glider,PG528 Controller,Teledyne Webb,G2 Slocum Gliders,528,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00562,OL000159,Sensor,1,Mobile Asset Controller for Profiling Glider,PG562 Controller,Teledyne Webb,G2 Slocum Gliders,562,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00563,OL000166,Sensor,1,Mobile Asset Controller for Profiling Glider,PG563 Controller,Teledyne Webb,G2 Slocum Gliders,563,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00564,,Sensor,1,Mobile Asset Controller for Profiling Glider,PG564 Controller,Teledyne Webb,G2 Slocum Gliders,564,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00565,OL000139,Sensor,1,Mobile Asset Controller for Profiling Glider,PG565 Controller,Teledyne Webb,G2 Slocum Gliders,565,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00566,OL000140,Sensor,1,Mobile Asset Controller for Profiling Glider,PG566 Controller,Teledyne Webb,G2 Slocum Gliders,566,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00575,,Sensor,1,Mobile Asset Controller for Profiling Glider,PG575 Controller,Teledyne Webb,G2 Slocum Gliders,575,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00576,,Sensor,1,Mobile Asset Controller for Profiling Glider,PG576 Controller,Teledyne Webb,G2 Slocum Gliders,576,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00577,,Sensor,1,Mobile Asset Controller for Profiling Glider,PG577 Controller,Teledyne Webb,G2 Slocum Gliders,577,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00578,,Sensor,1,Mobile Asset Controller for Profiling Glider,PG578 Controller,Teledyne Webb,G2 Slocum Gliders,578,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00580,,Sensor,1,Mobile Asset Controller for Profiling Glider,PG580 Controller,Teledyne Webb,G2 Slocum Gliders,580,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00581,,Sensor,1,Mobile Asset Controller for Profiling Glider,PG581 Controller,Teledyne Webb,G2 Slocum Gliders,581,,,,,Woods Hole Oceanographic Institution
CGCON-GLDRGP-00583,,Sensor,1,Mobile Asset Controller for Profiling Glider,PG583 Controller,Teledyne Webb,G2 Slocum Gliders,583,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00276,OL000123,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL276 Controller,Teledyne Webb,G2 Slocum Gliders,276,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00361,OL000124,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL361 Controller,Teledyne Webb,G2 Slocum Gliders,361,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00362,OL000125,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL362 Controller,Teledyne Webb,G2 Slocum Gliders,362,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00363,OL000126,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL363 Controller,Teledyne Webb,G2 Slocum Gliders,363,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00364,OL000127,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL364 Controller,Teledyne Webb,G2 Slocum Gliders,364,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00365,OL000128,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL365 Controller,Teledyne Webb,G2 Slocum Gliders,365,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00453,OL000129,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL453 Controller,Teledyne Webb,G2 Slocum Gliders,453,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00469,OL000116,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL469 Controller,Teledyne Webb,G2 Slocum Gliders,469,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00470,,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL470 Controller,Teledyne Webb,G2 Slocum Gliders,470,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00477,OL000117,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL477 Controller,Teledyne Webb,G2 Slocum Gliders,477,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00478,OL000118,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL478 Controller,Teledyne Webb,G2 Slocum Gliders,478,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00484,OL000119,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL484 Controller,Teledyne Webb,G2 Slocum Gliders,484,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00485,OL000120,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL485 Controller,Teledyne Webb,G2 Slocum Gliders,485,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00486,OL000135,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL486 Controller,Teledyne Webb,G2 Slocum Gliders,486,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00493,OL000108,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL493 Controller,Teledyne Webb,G2 Slocum Gliders,493,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00494,OL000109,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL494 Controller,Teledyne Webb,G2 Slocum Gliders,494,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00495,OL000110,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL495 Controller,Teledyne Webb,G2 Slocum Gliders,495,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00496,OL000111,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL496 Controller,Teledyne Webb,G2 Slocum Gliders,496,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00523,OL000130,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL523 Controller,Teledyne Webb,G2 Slocum Gliders,523,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00524,OL000136,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL524 Controller,Teledyne Webb,G2 Slocum Gliders,524,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00525,OL000131,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL525 Controller,Teledyne Webb,G2 Slocum Gliders,525,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00537,OL000132,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL537 Controller,Teledyne Webb,G2 Slocum Gliders,537,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00538,OL000112,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL538 Controller,Teledyne Webb,G2 Slocum Gliders,538,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00559,OL000610,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL559 Controller,Teledyne Webb,G2 Slocum Gliders,559,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00560,OL000137,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL560 Controller,Teledyne Webb,G2 Slocum Gliders,560,,,,,Woods Hole Oceanographic Institution
CGCON-GLDROO-00561,OL000138,Sensor,1,Mobile Asset Controller for Open Ocean Glider,GL561 Controller,Teledyne Webb,G2 Slocum Gliders,561,,,,,Woods Hole Oceanographic Institution
