OOI BARCODE,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
ATAPL-69131-00005,FRAME ASSEMBLY WELDMENT,1,APL/UW,69131,5,N/A,140310017,O.L.,UW,SP:C120,A,20141030,64085,100%,,20141030,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69133-00001,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,1,N/A,140310017,O.L.,UW,SP:C120,A,20140801,22600,100%,,20140801,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69133-00002,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,2,N/A,140310017,O.L.,UW,SP:C120,A,20140808,22600,100%,,20140808,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69133-00003,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,3,N/A,140310017,O.L.,UW,SP:C120,A,20140808,22600,100%,,20140808,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69133-00004,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,4,N/A,140310017,O.L.,UW,SP:C120,A,20140818,22600,100%,,20140818,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69133-00005,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
ATAPL-69133-00006,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,5,N/A,140310017,O.L.,UW,SP:C120,A,20140924,22600,100%,,20140924,UW,N/A,,,,,,
ATAPL-69133-00007,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,6,N/A,140310017,O.L.,UW,SP:C120,A,20140924,22600,100%,,20140924,UW,N/A,,,,,,
ATAPL-69133-00008,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,7,N/A,140310017,O.L.,UW,SP:C120,A,20140924,22600,100%,,20140924,UW,N/A,,,,,,
ATAPL-69133-00009,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,8,N/A,140310017,O.L.,UW,SP:C120,A,20141015,22600,100%,,20141015,UW,N/A,,,,,,
ATAPL-69133-00010,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,9,N/A,140310017,O.L.,UW,SP:C120,A,20141022,22600,100%,,20141022,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69133-00011,"WINCH FRAME, BAIL ASSEMBLY",1,APL/UW,69133,10,N/A,140310017,O.L.,UW,SP:C120,A,20141030,22600,100%,,20141030,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69190-00001,"END CAP, SHAFT END, WINCH MOTOR HOUSING",1,APL/UW,69190,1,N/A,121127007,O.L.,UW,BH:1F123:VMP,A,20130521,6850,100%,,20130521,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69190-00002,"END CAP, SHAFT END, WINCH MOTOR HOUSING",1,APL/UW,69190,2,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140729,5000,100%,,20140729,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69190-00003,"END CAP, SHAFT END, WINCH MOTOR HOUSING",1,APL/UW,69190,3,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140729,5000,100%,,20140729,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69190-00004,"END CAP, SHAFT END, WINCH MOTOR HOUSING",1,APL/UW,69190,4,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140729,5000,100%,,20140729,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69190-00005,"END CAP, SHAFT END, WINCH MOTOR HOUSING",1,APL/UW,69190,5,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140729,5000,100%,,20140729,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69190-00006,"END CAP, SHAFT END, WINCH MOTOR HOUSING",1,APL/UW,69190,6,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141022,5000,100%,,20141022,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69196-00001,"End Cap, Encoder End Winch Motor Housing",1,APL/UW,69196,1,N/A,121127007,O.L.,UW,BH:1F123:VMP,A,20130521,6245,100%,,20130521,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69196-00002,"END CAP, ENCODER END, WINCH MOTOR HOUSING",1,APL/UW,69196,2,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140729,5000,100%,,20140729,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69196-00003,"END CAP, ENCODER END, WINCH MOTOR HOUSING",1,APL/UW,69196,3,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140721,5000,100%,,20140721,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69196-00004,"END CAP, ENCODER END, WINCH MOTOR HOUSING",1,APL/UW,69196,4,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140721,5000,100%,,20140721,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69196-00005,"END CAP, ENCODER END, WINCH MOTOR HOUSING",1,APL/UW,69196,5,N/A,140224024,O.L.,UW,BH:1F123:MCRAE,A,20140721,5000,100%,,20140721,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69196-00006,"END CAP, ENCODER END, WINCH MOTOR HOUSING",1,APL/UW,69196,6,N/A,140224024,O.L.,UW,BH:1F123:MCRAE,A,20140729,5000,100%,,20140729,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69196-00007,"END CAP, ENCODER END, WINCH MOTOR HOUSING",1,APL/UW,69196,7,N/A,140224024,O.L.,UW,BH:1F123:MCRAE,A,20140729,5000,100%,,20140729,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69253-00001,"Pressure Case, WCH",1,APL/UW,69253,1,N/A,121130004,O.L.,UW,BH:1F123:VMP,A,20130415,12640,100%,,20130415,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69253-00002,"PRESSURE CASE, WCH",1,APL/UW,69253,2,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140806,16500,100%,,20140806,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69253-00003,"PRESSURE CASE, WCH",1,APL/UW,69253,3,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140806,16500,100%,,20140806,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69253-00004,"PRESSURE CASE, WCH",1,APL/UW,69253,4,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141022,16500,100%,,20141022,UW,N/A,,,,,,
ATAPL-69253-00005,"PRESSURE CASE, WCH",1,APL/UW,69253,5,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141022,16500,100%,,20141022,UW,N/A,,,,,,
ATAPL-69253-00006,"PRESSURE CASE, WCH",1,APL/UW,69253,6,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141022,16500,100%,,20141022,UW,N/A,,,,,,
ATAPL-69254-00001,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69254,1,N/A,121130004,O.L.,UW,OBSOLETE : SANDPOINT,A,20130415,6790,100%,,20130415,UW,N/A,,,,,,
ATAPL-69254-00002,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69254,2,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141022,5000,100%,,20141022,UW,N/A,,,,,,
ATAPL-69254-00003,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69254,3,N/A,140224024,O.L.,UW,VISIONS2014,A,20140731,5000,100%,,20140731,UW,N/A,,,,,,
ATAPL-69254-00004,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69254,4,N/A,140224024,O.L.,UW,VISIONS2014,A,20140731,5000,100%,,20140731,UW,N/A,,,,,,
ATAPL-69254-00005,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69254,5,N/A,140224024,O.L.,UW,VISIONS2014,A,20140731,5000,100%,,20140731,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69254-00006,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69254,6,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141015,5000,100%,,20141015,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69254-00007,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69254,7,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140815,5000,100%,,20140815,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69255-00001,"End Cap, VFD Side, WCH",1,APL/UW,69255,1,N/A,121130004,O.L.,UW,BH:1F123:VMP,A,20130415,6765,100%,,20130415,UW,N/A,,,,,,
ATAPL-69255-00002,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69255,2,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140721,5000,100%,,20140721,UW,N/A,,,,,,
ATAPL-69255-00003,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69255,3,N/A,140224024,O.L.,UW,BH:1F123:MCRAE,A,20140721,5000,100%,,20140721,UW,N/A,,,,,,
ATAPL-69255-00004,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69255,4,N/A,140224024,O.L.,UW,BH:1F123:MCRAE,A,20140721,5000,100%,,20140721,UW,N/A,,,,,,
ATAPL-69255-00005,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69255,5,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140721,5000,100%,,20140721,UW,N/A,,,,,,
ATAPL-69255-00006,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69255,6,N/A,140224024,O.L.,UW,BH:1F123:CAGE,A,20140721,5000,100%,,20140721,UW,N/A,,,,,,
ATAPL-69255-00007,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",1,APL/UW,69255,7,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141030,5000,100%,,20141030,UW,N/A,,,,,,
ATAPL-69270-00001,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)",1,APL/UW,69270,1,N/A,130118004,O.L.,UW,BH:1F123:VMP,A,20130628,29656.5,100%,,20130628,UW,N/A,,,,,,
ATAPL-69270-00002,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)",1,APL/UW,69270,2,N/A,130118004,O.L.,UW,BH:1F123:VMP,A,20130628,29656.5,100%,,20130628,UW,N/A,,,,,,
ATAPL-69270-00003,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)",1,APL/UW,69270,3,N/A,130118004,O.L.,UW,BH:1F123:VMP,A,20130628,29656.5,100%,,20130628,UW,N/A,,,,,,
ATAPL-69270-00004,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)",1,APL/UW,69270,4,N/A,141031006,O.L.,UW,BH:1F123:CAGE,A,20150127,29656.5,100%,,20150127,UW,N/A,,,,,,
ATAPL-69270-00005,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)",1,APL/UW,69270,5,N/A,141031006,O.L.,UW,BH:1F123:CAGE,A,20150127,29656.5,100%,,20150127,UW,N/A,,,,,,
ATAPL-69270-00006,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)",1,APL/UW,69270,6,N/A,141031006,O.L.,UW,BH:1F123:CAGE,A,20150127,29656.5,100%,,20150127,UW,N/A,,,,,,
ATAPL-69279-00001,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",1,APL/UW,69279,4815-69279,N/A,121127007,O.L.,UW,SP:C120,A,20130521,7490,100%,,20130521,UW,N/A,,,,,,
ATAPL-69279-00002,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",1,APL/UW,69279,2,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140806,5000,100%,,20140806,UW,N/A,,,,,,
ATAPL-69279-00003,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",1,APL/UW,69279,3,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140806,5000,100%,,20140806,UW,N/A,,,,,,
ATAPL-69279-00004,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",1,APL/UW,69279,4,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141030,5000,100%,,20141030,UW,N/A,,,,,,
ATAPL-69279-00005,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",1,APL/UW,69279,5,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141030,5000,100%,,20141030,UW,N/A,,,,,,
ATAPL-69279-00006,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",1,APL/UW,69279,6,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141030,5000,100%,,20141030,UW,N/A,,,,,,
ATAPL-69289-00001,"Pressure Case Weldment, Winch Motor Housing, Shallow Profiler Ass'y",1,APL/UW,69289,1,N/A,121127007,O.L.,UW,BH:1F123:VMP,A,20130521,7630,100%,,20130521,UW,N/A,,,,,,
ATAPL-69289-00002,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",1,APL/UW,69289,2,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140808,13500,100%,,20140808,UW,N/A,,,,,,
ATAPL-69289-00003,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",1,APL/UW,69289,3,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140808,13500,100%,,20140808,UW,N/A,,,,,,
ATAPL-69289-00004,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",1,APL/UW,69289,4,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141030,13500,100%,,20141030,UW,N/A,,,,,,
ATAPL-69289-00005,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",1,APL/UW,69289,5,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141030,13500,100%,,20141030,UW,N/A,,,,,,
ATAPL-69289-00006,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",1,APL/UW,69289,6,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20141030,13500,100%,,20141030,UW,N/A,,,,,,
ATAPL-69319-00001,Level wind Grade 2 Titanium Pressure Housing & Two Matching End Caps,1,APL/UW,69319,1,N/A,121008016,O.L.,UW,BH:1F123:VMP,A,20130219,25000,100%,,20130219,UW,N/A,,,,,,
ATAPL-69319-00002,LEVELWIND HOUSING WELDMENT,1,APL/UW,69319,2,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140815,17000,100%,,20140815,UW,N/A,,,,,,
ATAPL-69319-00003,LEVELWIND HOUSING WELDMENT,1,APL/UW,69319,3,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140815,17000,100%,,20140815,UW,N/A,,,,,,
ATAPL-69319-00004,LEVELWIND HOUSING WELDMENT,1,APL/UW,69319,4,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140922,17000,100%,,20140922,UW,N/A,,,,,,
ATAPL-69319-00005,LEVELWIND HOUSING WELDMENT,1,APL/UW,69319,5,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140922,17000,100%,,20140922,UW,N/A,,,,,,
ATAPL-69319-00006,LEVELWIND HOUSING WELDMENT,1,APL/UW,69319,6,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140922,17000,100%,,20140922,UW,N/A,,,,,,
ATAPL-69530-00001,All Hydraulic Reel Take Up Machine,1,Graham International,H8T10-WS,1,N/A,121214014,O.L.,UW,VISIONS2014,A,20130410,18579,100%,,20130410,UW,N/A,,,,,,
ATAPL-69531-00001,Reel Stand with Brake,1,Shermin Reilly,9000lb w/brake,1,N/A,140306020,O.L.,UW,VISIONS2014,A,20140318,7000,100%,,20140318,UW,N/A,,,,,,
ATAPL-69532-00001,"36"" BULLWHEEL TENSIONER, SKID MOUNT",1,TSE,"3504-36""",1,N/A,140211020,O.L.,UW,VISIONS2014,A,20140318,12000,100%,,20140318,UW,N/A,,,,9/4/2015,DOI,
ATAPL-69538-00001,NRE: MMP Drive Motor for TBD cable (inc ludes 1 ea drive motor assembly,1,McLane,N/A,N/A,N/A,121219017,O.L.,UW,VISIONS2014,A,20130723,9500,100%,,20130723,UW,N/A,,,,,,
ATAPL-69646-00001,DP Mooring Cable Tensiometer,1,Measurement Technologies Northwest,RL-05 Standard load cell,N/A,N/A,140507014,O.L.,UW,VISIONS2014:DP,A,20140708,14130,100%,,20140708,UW,N/A,,,,,,
ATAPL-69650-00001,3m ROV FACT Assembly,1,Teledyne ODI,1079418,1079418-1,N/A,140221021,O.L.,UW,HH:LOADINGDOCK,A,20140714,39425,100%,,20140714,UW,N/A,,,,,,
ATAPL-69650-00002,3m ROV FACT Assembly,1,Teledyne ODI,1079418,1079418-2,N/A,140221021,O.L.,UW,HH:LOADINGDOCK,A,20140714,39425,100%,,20140714,UW,N/A,,,,,,
ATAPL-69650-00003,3m ROV FACT Assembly,1,Teledyne ODI,1079418,1079418-3,N/A,140221021,O.L.,UW,HH:LOADINGDOCK,A,20140714,39425,100%,,20140714,UW,N/A,,,,,,
ATAPL-69650-00004,3m ROV FACT Assembly,1,Teledyne ODI,1079418,1079418-4,N/A,140221021,O.L.,UW,HH:LOADINGDOCK,A,20140714,39425,100%,,20140714,UW,N/A,,,,,,
ATAPL-69650-00005,3m ROV FACT Assembly,1,Teledyne ODI,1079418,1079418-5,N/A,140221021,O.L.,UW,HH:LOADINGDOCK,A,20140714,39425,100%,,20140714,UW,N/A,,,,,,
ATAPL-69650-00006,3m ROV FACT Assembly,1,Teledyne ODI,1079418,1079418-6,N/A,140221021,O.L.,UW,HH:LOADINGDOCK,A,20140714,39425,100%,,20140714,UW,N/A,,,,,,
ATAPL-69651-00001,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1079419,1079419-1,N/A,140221021,O.L.,UW,VISIONS2014,A,20140714,6663,100%,,20140714,UW,N/A,,,,,,
ATAPL-69651-00002,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1079419,1079419-2,N/A,140221021,O.L.,UW,VISIONS2014,A,20140714,6663,100%,,20140714,UW,N/A,,,,,,
ATAPL-69651-00003,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1079419,1079419-3,N/A,140221021,O.L.,UW,RMA 1301 Return 3/11/15,A,20140714,6663,100%,,20140714,UW,N/A,,,,,,
ATAPL-69651-00004,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1079419,1079419-4,N/A,140221021,O.L.,UW,VISIONS2014,A,20140829,6663,100%,,20140829,UW,N/A,,,,,,
ATAPL-69651-00005,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1079419,1079419-5,N/A,140221021,O.L.,UW,BH:1F123:VMP,A,20140829,6663,100%,,20140829,UW,N/A,,,,,,
ATAPL-69651-00006,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1079419,1079419-6,N/A,140221021,O.L.,UW,BH:1F123:VMP,A,20140829,6663,100%,,20140829,UW,N/A,,,,,,
ATAPL-69652-00001,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1078997,1078997-1,N/A,140221021,O.L.,UW,VISIONS2014,A,20140714,6027,100%,,20140714,UW,N/A,,,,,,
ATAPL-69652-00002,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1078997,1078997-2,N/A,140221021,O.L.,UW,VISIONS2014,A,20140714,6027,100%,,20140714,UW,N/A,,,,,,
ATAPL-69652-00003,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1078997,1078997-3,N/A,140221021,O.L.,UW,BH:1F123:VMP,A,20140714,6027,100%,,20140714,UW,N/A,,,,,,
ATAPL-69652-00004,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1078997,1078997-4,N/A,140221021,O.L.,UW,VISIONS2014,A,20140829,6027,100%,,20140829,UW,N/A,,,,,,
ATAPL-69652-00005,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1078997,1078997-5,N/A,140221021,O.L.,UW,VISIONS2014,A,20140902,6027,100%,,20140902,UW,N/A,,,,,,
ATAPL-69652-00006,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,1,Teledyne ODI,1078997,1078997-6,N/A,140221021,O.L.,UW,BH:1F123:VMP,A,20140829,6027,100%,,20140829,UW,N/A,,,,,,
ATAPL-69659-00001,120m Optical Flying Lead Assembly,1,Teledyne ODI,1079416,1079416-1,N/A,140221021,O.L.,UW,SP:C120,A,20140709,57536,100%,,20140709,UW,N/A,,,,,,
ATAPL-69659-00002,120m Optical Flying Lead Assembly,1,Teledyne ODI,1079416,1079416-2,N/A,140221021,O.L.,UW,SP:C120,A,20140709,57536,100%,,20140709,UW,1306595,,,,,,
ATAPL-69659-00003,120m Optical Flying Lead Assembly,1,Teledyne ODI,1079416,1079416-3,N/A,140221021,O.L.,UW,SP:C120,A,20140709,57536,100%,,20140709,UW,1306592,,,,,,
ATAPL-69661-00001,15M Optical Jumper Assembly,1,Teledyne ODI,1079415,1079415-1,N/A,141029007,O.L.,UW,BH:1F123:VMP,A,20141112,34352,100%,,20141112,UW,N/A,,,,,,
ATAPL-69661-00002,15M Optical Jumper Assembly,1,Teledyne ODI,1079415,1079415-2,N/A,141029007,O.L.,UW,BH:1F123:VMP,A,20141112,34352,100%,,20141112,UW,N/A,,,,,,
ATAPL-69661-00003,15M Optical Jumper Assembly,1,Teledyne ODI,1079415,1079415-3,N/A,140221021,O.L.,UW,VISIONS2014,A,20140730,34352,100%,,20140730,UW,N/A,,,,,,
ATAPL-69661-00004,15M Optical Jumper Assembly,1,Teledyne ODI,1079415,1079415-4,N/A,140221021,O.L.,UW,VISIONS2014,A,20140902,34352,100%,,20140902,UW,N/A,,,,,,
ATAPL-69661-00005,15M Optical Jumper Assembly,1,Teledyne ODI,1079415,1079415-5,N/A,140221021,O.L.,UW,BH:1F123:VMP,A,20140822,34352,100%,,20140822,UW,N/A,,,,,,
ATAPL-69661-00006,15M Optical Jumper Assembly,1,Teledyne ODI,1079415,1079415-6,N/A,140221021,O.L.,UW,SP:C120:BAY5,A,20140822,34352,100%,,20140822,UW,N/A,,,,,,
ATAPL-69770-00001,ROV Lifting Assembly for the MASSP Frame (MASSP #2),1,Highland Technologies,Custom,N/A,N/A,140401029,O.L.,UW,VISIONS2014,A,20140801,5600,100%,,20140801,UW,N/A,,,,,,
ATAPL-69816-00001,MASSP Instrument Platform Frames,1,APL/UW,69816,1,N/A,150409007,O.L.,UW,SP:C120,A,20150610,16500,100%,,20150610,UW,N/A,,,,,,
ATAPL-69816-00002,MASSP Instrument Platform Frames,1,APL/UW,69816,2,N/A,150409007,O.L.,UW,SP:C120,A,20150610,16500,100%,,20150610,UW,N/A,,,,,,
ATAPL-69822-00001,"46"" FLOAT HMB with Instrument Pocket, Lift Eyes, 750 meter",1,DeepWater Bouyancy,69822,N/A,N/A,140131024,O.L.,UW,VISIONS 2014,A,20140730,21571,100%,,20140730,UW,N/A,,,,,,
ATAPL-69822-00002,"46"" FLOAT HMB with Instrument Pocket, Lift Eyes, 750 meter",1,DeepWater Bouyancy,69822,N/A,N/A,140131024,O.L.,UW,VISIONS 2014,A,20140905,21571,100%,,20140905,UW,N/A,,,,,,
ATAPL-69822-00003,"46"" FLOAT HMB with Instrument Pocket, Lift Eyes, 750 meter",1,DeepWater Bouyancy,69822,N/A,N/A,140131024,O.L.,UW,SP:C120,A,20140905,21571,100%,,20140905,UW,N/A,,,,,,
ATAPL-69833-00001,FRAME ASSEMBLY. PIA,1,APL/UW,69833,1,N/A,140310017,O.L.,UW,SP:C120,A,20140801,39270,100%,,20140801,UW,N/A,,,,,,
ATAPL-69833-00002,FRAME ASSEMBLY. PIA,1,APL/UW,69833,2,N/A,140310017,O.L.,UW,SP:C120,A,20140808,39270,100%,,20140808,UW,N/A,,,,,,
ATAPL-69833-00003,FRAME ASSEMBLY. PIA,1,APL/UW,69833,3,N/A,140310017,O.L.,UW,SP:C120,A,20140808,39270,100%,,20140808,UW,N/A,,,,,,
ATAPL-69833-00004,FRAME ASSEMBLY. PIA,1,APL/UW,69833,4,N/A,140310017,O.L.,UW,SP:C120,A,20140924,39270,100%,,20140924,UW,N/A,,,,,,
ATAPL-69833-00005,FRAME ASSEMBLY. PIA,1,APL/UW,69833,5,N/A,140310017,O.L.,UW,SP:C120,A,20140924,39270,100%,,20140924,UW,N/A,,,,,,
ATAPL-69833-00006,FRAME ASSEMBLY. PIA,1,APL/UW,69833,6,N/A,140310017,O.L.,UW,SP:C120,A,20141015,39270,100%,,20141015,UW,N/A,,,,,,
ATAPL-69839-001-0101,MOORING RSN,1,,RS01SBPS-PC01A,SN0101,,,,,,A,,,,,,,,,,,,,
ATAPL-69839-001-0103,MOORING RSN,1,,RS03AXPS-PC03A,SN0103,,,,,,,,,,,,,,,,,,,
ATAPL-69839-001-0104,MOORING RSN,1,,RS01SBPS-PC01A,SN0104,,,,,,A,,,,,,,,,,,,,
ATAPL-69839-001-0106,MOORING RSN,1,,RS03AXPS-PC03A,SN0106,,,,,,,,,,,,,,,,,,,
ATAPL-69839-002-0102,MOORING ENDURANCE OS,1,WHOI,CE04OSPS-PC01B,SN0102,,,,,,A,,,,,,,,,,,,,
ATAPL-69839-002-0105,MOORING ENDURANCE OS,1,WHOI,CE04OSPS-PC01B,SN0105,,,,,,A,,,,,,,,,,,,,
ATAPL-69908-00001,"PIA ELECTRONICS, HOUSING CYLINDER",1,APL/UW,69908,1,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140701,7500,100%,,20140701,UW,N/A,,,,,,
ATAPL-69908-00002,"PIA ELECTRONICS, HOUSING CYLINDER",1,APL/UW,69908,2,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140701,7500,100%,,20140701,UW,N/A,,,,,,
ATAPL-69908-00003,"PIA ELECTRONICS, HOUSING CYLINDER",1,APL/UW,69908,3,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140701,7500,100%,,20140701,UW,N/A,,,,,,
ATAPL-69908-00004,"PIA ELECTRONICS, HOUSING CYLINDER",1,APL/UW,69908,4,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140701,7500,100%,,20140701,UW,N/A,,,,,,
ATAPL-69908-00005,"PIA ELECTRONICS, HOUSING CYLINDER",1,APL/UW,69908,5,N/A,140224024,O.L.,UW,BH:1F123:VMP,A,20140701,7500,100%,,20140701,UW,N/A,,,,,,
