,RefDes,Method,Stream,pdId,Parameter Name,Units,Data Product Identifier,Level,Gross Range Values
41,GI01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
42,GI01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
43,GI01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
44,GI01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
45,GI01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
46,GS01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
47,GS01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
48,GS01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
49,GS01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
50,GS01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
51,GS01SUMO-RII11-02-CTDBPP032,bad_telemetered,ctdbp_p_dcl_instrument,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
52,GS01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
53,GS01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
54,GS01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
55,GS01SUMO-RII11-02-CTDBPP033,bad_telemetered,ctdbp_p_dcl_instrument,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
56,GS01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
57,GS01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
58,GS01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD1,conductivity,S m-1,CONDWAT_L1,L1,"(0.0, 6.0)"
59,CP01CNSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
61,CP01CNSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
62,CP01CNSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
64,CP01CNSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
65,CP03ISSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
67,CP03ISSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
69,CP03ISSM-RID27-03-CTDBPC000,bad_telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
70,CP03ISSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
72,CP03ISSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
73,CP04OSSM-MFD37-03-CTDBPE000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
75,CP04OSSM-MFD37-03-CTDBPE000,telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
76,CP04OSSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
78,CP04OSSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
80,GA01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
82,GA01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
83,GA01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
85,GA01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
86,GA01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
88,GA01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
89,GA01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
91,GA01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
93,GI01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
95,GI01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
96,GI01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
98,GI01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
99,GI01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
101,GI01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
102,GI01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
104,GI01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
105,GS01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
107,GS01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
108,GS01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
109,GS01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
110,GS01SUMO-RII11-02-CTDBPP032,bad_telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
111,GS01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
113,GS01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
114,GS01SUMO-RII11-02-CTDBPP033,bad_telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
115,GS01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
117,GS01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD2,pressure,dbar,PRESWAT_L1,L1,"(0.0, 6000.0)"
118,CP01CNSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
120,CP01CNSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
121,CP01CNSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
123,CP01CNSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
124,CP03ISSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
126,CP03ISSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
128,CP03ISSM-RID27-03-CTDBPC000,bad_telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
129,CP03ISSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
131,CP03ISSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
132,CP04OSSM-MFD37-03-CTDBPE000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
134,CP04OSSM-MFD37-03-CTDBPE000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
135,CP04OSSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
137,CP04OSSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
139,GA01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
141,GA01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
142,GA01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
144,GA01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
145,GA01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
147,GA01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
148,GA01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
150,GA01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
152,GI01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
154,GI01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
155,GI01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
157,GI01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
158,GI01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
160,GI01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
161,GI01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
163,GI01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
164,GS01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
166,GS01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
167,GS01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
168,GS01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
169,GS01SUMO-RII11-02-CTDBPP032,bad_telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
170,GS01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
172,GS01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
173,GS01SUMO-RII11-02-CTDBPP033,bad_telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
174,GS01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
176,GS01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
177,CP01CNSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
179,CP01CNSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
180,CP01CNSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
182,CP01CNSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
183,CP03ISSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
185,CP03ISSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
187,CP03ISSM-RID27-03-CTDBPC000,bad_telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
188,CP03ISSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
190,CP03ISSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
191,CP04OSSM-MFD37-03-CTDBPE000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
193,CP04OSSM-MFD37-03-CTDBPE000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
194,CP04OSSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
196,CP04OSSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
198,GA01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
200,GA01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
201,GA01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
203,GA01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
204,GA01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
206,GA01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
207,GA01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
209,GA01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
211,GI01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
213,GI01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
214,GI01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
216,GI01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
217,GI01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
219,GI01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
220,GI01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
222,GI01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
223,GS01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
225,GS01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
226,GS01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
227,GS01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
228,GS01SUMO-RII11-02-CTDBPP032,bad_telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
229,GS01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
231,GS01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
232,GS01SUMO-RII11-02-CTDBPP033,bad_telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
233,GS01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
235,GS01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
296,CP01CNSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
299,CP01CNSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
302,CP03ISSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
304,CP03ISSM-RID27-03-CTDBPC000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
307,CP03ISSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
310,CP04OSSM-MFD37-03-CTDBPE000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
313,CP04OSSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
315,GA01SUMO-RID16-03-CTDBPF000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
317,GA01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
320,GA01SUMO-RII11-02-CTDBPP031,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
323,GA01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
326,GA01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
328,GI01SUMO-RID16-03-CTDBPF000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
330,GI01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
333,GI01SUMO-RII11-02-CTDBPP031,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
336,GI01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
339,GI01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
342,GS01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
348,GS01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
352,GS01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
414,CP01CNSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
417,CP01CNSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
420,CP03ISSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
422,CP03ISSM-RID27-03-CTDBPC000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
