ASSET_UID,TYPE,Mobile,Geometry,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
A00600,Sensor,0,,METBK CTD MODULE,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-11117,,D100186,WHOI,UNV,OSU,A,20131217,22159.4,100%,,20131217,WHOI,116046,12/17/2013,OSU,326891,,,
A00601,Sensor,0,,METBK CTD MODULE,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-11123E,1.11,D100205,WHOI,ATS,SEA,A,20140108,37830,100%,,20140108,WHOI,116048,,,,9/4/2015,DOI,
A00602,Sensor,0,,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH272,,D100188,WHOI,ATS,SEA,A,20140108,5816,100%,original ooi barcode A000600,20140108,WHOI,116049,,,,9/4/2015,DOI,
A00603,Sensor,0,,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR272,,D100188,WHOI,ATS,SEA,A,20140108,5816,100%,,20140108,WHOI,116050,,,,9/4/2015,DOI,
A00604,Sensor,0,,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR272,,D100188,WHOI,ATS,SEA,A,20140108,8050,100%,,20140108,WHOI,116051,,,,9/4/2015,DOI,
A00605,Sensor,0,,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR245,,D100188,WHOI,LOSO,202,A,20140108,11600,100%,,20140108,WHOI,116052,,,,9/4/2015,DOI,
A00606,Sensor,0,,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND243,,D100188,WHOI,LOSO,202,A,20130108,11200,100%,,20130108,WHOI,116053,,,,9/4/2015,DOI,
A00607,Sensor,0,,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC248,,D100188,WHOI,ATS,SEA,A,20140108,7200,100%,,20140108,WHOI,116054,,,,9/4/2015,DOI,
A00608,Sensor,0,,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH280,,D100188,WHOI,LOSO,202,A,20140108,12250,100%,Multiple ooi_barcode and whoi asset tags for same asset,20140108,WHOI,116055,,,,9/4/2015,DOI,
A00609,Sensor,0,,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR280,,D100188,WHOI,ATS,SEA,A,20140108,8200,100%,,20140108,WHOI,116056,,,,9/4/2015,DOI,
A00610,Sensor,0,,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR273,,D100188,WHOI,ATS,SEA,A,20150604,8050,100%,,20150604,WHOI,116057,,,,9/4/2015,DOI,
A00611,Sensor,0,,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR248,,D100188,WHOI,LOSO,202,A,20140108,11600,100%,,20140108,WHOI,116058,,,,9/4/2015,DOI,
A00612,Sensor,0,,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND232,,D100188,WHOI,LOSO,202,A,20140108,11200,100%,,20140108,WHOI,116059,,,,9/4/2015,DOI,
A00613,Sensor,0,,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC250,,D100188,WHOI,ATS,SEA,A,20140108,7200,100%,,20140108,WHOI,116060,,,,9/4/2015,DOI,
A00614,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1152,,D100188,WHOI,ATS,SEA,A,20140108,12250,100%,,20140108,WHOI,116061,,,,9/4/2015,DOI,
A00615,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1153,,D100188,WHOI,ATS,SEA,A,20140108,8200,100%,,20140108,WHOI,116062,,,,9/4/2015,DOI,
A00616,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1154,,J100055,WHOI,UNV,OSU,A,20140103,13013.52,100%,,20140103,WHOI,116063,1/3/2014,OSU,325907,9/4/2015,DOI,
A00617,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1155,,J100055,WHOI,UNV,OSU,A,20140103,13013.52,100%,,20140103,WHOI,116064,1/3/2014,OSU,325908,9/4/2015,DOI,
A00618,,,,50' STRETCH HOSE,,EOM OFFSHORE,EOM-171-4-1002,TAS 05,,J100055,WHOI,UNV,OSU,A,20140103,13013.52,100%,,20140103,WHOI,116065,1/3/2014,OSU,325909,9/4/2015,DOI,
A00619,,,,50' STRETCH HOSE,,EOM OFFSHORE,EOM-171-4-1002,TAS 08,,J100055,WHOI,UNV,OSU,A,20140103,13013.52,100%,,20140103,WHOI,116066,1/3/2014,OSU,325910,9/4/2015,DOI,
A00620,,,,100' STRETCH HOSE,,EOM OFFSHORE,EOM-241-5-3024,TAS 09,,D100189,WHOI,LOSO,HIBA,A,20131021,13129.4,100%,,20131021,WHOI,116069,,,,,,
A00621,,,,100' STRETCH HOSE,,EOM OFFSHORE,EOM-241-5-3024,TAS10,,D100186,WHOI,LOSO,HIBA,A,20131021,13129.4,100%,,20131021,WHOI,116070,,,,,,
A00622,,,,50' STRETCH HOSE,,EOM OFFSHORE,EOM-171-4-1002,TAS05,,D100186,WHOI,LOSO,HIBA,A,20131021,22273.9,100%,,20131021,WHOI,116071,,,,,,
A00623,,,,50' STRETCH HOSE,,EOM OFFSHORE,EOM-171-4-1002,TAS06,,D100189,WHOI,LOSO,HIBA,A,20131021,22273.9,100%,,20131021,WHOI,116072,,,,,,
A00624,,,,50' STRETCH HOSE,,EOM OFFSHORE,EOM-171-4-1002,TAS07,,D100189,WHOI,LOSO,HIBA,A,20131104,13129.4,100%,,20131104,WHOI,116073,,,,,,
A00625,,,,50' STRETCH HOSE,,EOM OFFSHORE,,TAS08,,D100186,WHOI,ATS,SEA,A,20150604,13129.4,100%,,20150604,WHOI,116074,,,,,,
A00626,Sensor,0,,PCO2W SERIES A (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0078,,D100186,WHOI,UNV,OSU,A,20131104,13129.4,100%,,20131104,WHOI,116075,11/4/2013,OSU,326892,,,
A00627,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0116,,D100186,WHOI,ATS,,F,20140123,13129.4,100%,"1/14/2014 REC'D PACKING SLIP, ENTERED RECORD, TAG ON SITE, SENT OUT E-MAIL. PH Missing From Inventory
1/23/2013 NOTIFIED ON THIS DATE THAT THIS WAS DESTROYED AT SEA. LTDD #324. PH",20140123,WHOI,,,,,,,
A00628,Sensor,0,,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0081,,J100050,WHOI,UNV,OSU,A,20140109,17942.3,100%,,20140109,WHOI,A00626,1/9/2014,OSU,325911,9/4/2015,DOI,
A00629,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0115,,J100050,WHOI,UNV,OSU,A,20140110,17479.95,100%,,20140110,WHOI,A00627,1/10/2014,OSU,325912,9/4/2015,DOI,
A00630,Node,0,,WFP GLOBAL,1,MCLANE,210-3512,ML13104-01,,J100050,WHOI,UNV,OSU,A,20140110,20208.3,100%,,20140110,WHOI,A00628,1/10/2014,OSU,325913,9/4/2015,DOI,
A00630.1,Sensor,0,,WFP GLOBAL Electronics #1,1,MCLANE,210-3512,ML13104-01,,J100050,WHOI,UNV,OSU,A,20140110,0,100%,,20140110,WHOI,A00628,1/10/2014,OSU,325913,9/4/2015,DOI,
A00631,Node,0,,WFP GLOBAL,1,MCLANE,210-3512,ML13104-02,,J100050,WHOI,UNV,OSU,A,20140109,17479.95,100%,,20140109,WHOI,A00629,1/9/2014,OSU,325914,9/4/2015,DOI,
A00631.1,Sensor,0,,WFP GLOBAL Electronics #1,1,MCLANE,210-3512,ML13104-02,,J100050,WHOI,UNV,OSU,A,20140109,0,100%,,20140109,WHOI,A00629,1/9/2014,OSU,325914,9/4/2015,DOI,
A00632,Node,0,,WFP GLOBAL,1,MCLANE,210-3512,ML13104-03,,D100167,WHOI,ATS,SEA,A,20140115,98735.1,100%,,20140115,WHOI,A00630,1/15/2014,SIO,,9/4/2015,DOI,
A00632.1,Sensor,0,,WFP GLOBAL Electronics #1,1,MCLANE,210-3512,ML13104-03,,D100167,WHOI,ATS,SEA,A,20140115,0,100%,,20140115,WHOI,A00630,1/15/2014,SIO,,9/4/2015,DOI,
A00633,,,,REMOTE RELEASE,,EdgeTech,7639,48242,,D100167,WHOI,LOSO,102,A,20140115,98735.1,100%,,20140115,WHOI,A00631,1/15/2014,SIO,,9/4/2015,DOI,
A00634,,,,REMOTE RELEASE,,EdgeTech,7639,48243,,D100167,WHOI,ATS,SEA,A,20140115,98735.1,100%,,20140115,WHOI,A00632,1/15/2014,SIO,,9/4/2015,DOI,
A00635,Sensor,0,,CTDBP SERIES F (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50001,,E115139,WHOI,UNV,OSU,A,20140122,8100,100%,,20140122,WHOI,A00633,1/22/2014,OSU,326895,,,
A00636,Sensor,0,,CTDMO SERIES Q (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11480,,E115139,WHOI,CRL,208,A,20131127,8100,100%,,20131127,WHOI,A00634,,,,,,
A00637,Sensor,0,,CTDMO SERIES Q (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11481,2.5.2,J100061,WHOI,LOSO,103,A,20140429,13875,100%,,20140429,WHOI,A00635,,,,9/4/2015,DOI,
A00638,Sensor,0,,CTDMO SERIES Q (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11482,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00636,,,,9/4/2015,DOI,
A00639,Sensor,0,,CTDMO SERIES R (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11483,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00637,,,,9/4/2015,DOI,
A00640,Sensor,0,,CTDMO SERIES R (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11484,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00638,,,,9/4/2015,DOI,
A00641,Sensor,0,,CTDMO SERIES R (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11485,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00639,,,,9/4/2015,DOI,
A00642,Sensor,0,,CTDMO SERIES R (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11486,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00640,,,,9/4/2015,DOI,
A00643,Sensor,0,,CTDMO SERIES Q (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11475,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00641,,,,9/4/2015,DOI,
A00644,Sensor,0,,CTDMO SERIES Q (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11476,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00642,,,,9/4/2015,DOI,
A00645,Sensor,0,,CTDMO SERIES Q (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11477,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00643,,,,9/4/2015,DOI,
A00646,Sensor,0,,CTDMO SERIES Q (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11478,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00644,,,,9/4/2015,DOI,
A00647,Sensor,0,,CTDMO SERIES Q (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11479,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00645,,,,9/4/2015,DOI,
A00648,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0117,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00646,,,,9/4/2015,DOI,
A00649,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0120,3.1,J100061,WHOI,LOSO,103,A,20140429,6600,100%,,20140429,WHOI,A00647,,,,9/4/2015,DOI,
A00650,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0121,,J100050,WHOI,UNV,OSU,A,20140121,17479.95,100%,,20140121,WHOI,A00648,1/21/2014,OSU,325915,9/4/2015,DOI,
A00651,,,,,,,,,,J100050,WHOI,UNV,OSU,A,20140121,17479.95,100%,,20140121,WHOI,A00649,1/21/2014,OSU,325916,9/4/2015,DOI,
A00652,,,,,,,,,,J100050,WHOI,UNV,OSU,A,20140121,17479.95,100%,,20140121,WHOI,A00650,1/21/2014,OSU,325917,9/4/2015,DOI,
A00653,,,,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00654,,,,,,,,,,,,,,,,,,Missing from inventory,,,,,,,,,
A00655,Sensor,0,,ADCP SERIES N (WHLS-6KS-I),1,TELEDYNE RDI,WHLS-6KS-I,21002,,,,,,,,,,Missing from inventory,,,,,,,,,
A00656,Sensor,0,,WAVSS SERIES A (TRIAXYS NW),1,AXYS Technologies,TRIAXYS NW,5311,,,,,,,,,,Missing from inventory,,,,,,,,,
A00657,Sensor,0,,WAVSS SERIES A (TRIAXYS NW),1,AXYS Technologies,TRIAXYS NW,5321,50.4,D100203,WHOI,ATS,SEA,A,20140131,83761.5,100%,,20140131,WHOI,116122,,,,9/4/2015,DOI,
A00658,Sensor,0,,PCO2W SERIES A (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0079,1.05.0002,D100208,WHOI,LOSO,103,A,20140204,22660,100%,,20140204,WHOI,116124,,,,9/4/2015,DOI,
A00659,Sensor,0,,PCO2W SERIES B (SAMI-CO2),1,Sunburst Sensors,SAMI-CO2,C0080,1.05.0002,D100208,WHOI,LOSO,103,A,20140204,22660,100%,,20140204,WHOI,116125,,,,9/4/2015,DOI,
A00660,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0122,,J100050,WHOI,UNV,OSU,A,20140127,17942.3,100%,,20140127,WHOI,116126,1/27/2014,OSU,325937,9/4/2015,DOI,
A00661,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0118,,J100050,WHOI,UNV,OSU,A,20140127,20208.3,100%,,20140127,WHOI,116042,1/27/2014,OSU,325936,9/4/2015,DOI,
A00662,Sensor,0,,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0124,,J100050,WHOI,UNV,OSU,A,20140127,17479.95,100%,,20140127,WHOI,116127,1/27/2014,OSU,325938,9/4/2015,DOI,
A00663,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,248,,J100050,WHOI,UNV,OSU,A,20140128,17479.95,100%,,20140128,WHOI,116128,1/27/2014,OSU,325939,9/4/2015,DOI,
A00664,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,249,,J100050,WHOI,UNV,OSU,A,20140128,17479.95,100%,,20140128,WHOI,116129,1/28/2014,OSU,325940,9/4/2015,DOI,
A00665,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,250,,J100056,WHOI,UNV,OSU,A,20140128,13316.36,100%,,20140128,WHOI,116130,1/28/2014,OSU,325941,9/4/2015,DOI,
A00666,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,251,,J100056,WHOI,UNV,OSU,A,20140128,13316.36,100%,,20140128,WHOI,116131,1/28/2014,OSU,325942,9/4/2015,DOI,
A00667,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11609,,J100056,WHOI,UNV,OSU,A,20140128,13316.36,100%,,20140128,WHOI,116132,1/28/2014,OSU,325943,9/4/2015,DOI,
A00668,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11610,,J100056,WHOI,UNV,OSU,A,20140128,13316.36,100%,,20140128,WHOI,116133,1/28/2014,OSU,325944,9/4/2015,DOI,
A00669,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11595,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,116138,2/3/2014,SIO,,9/4/2015,DOI,
A00670,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11594,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,116139,2/3/2014,SIO,,9/4/2015,DOI,
A00671,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11593,,J100064,WHOI,LOSO,202,A,20140128,6600,100%,,20140128,WHOI,116140,2/3/2014,SIO,,9/4/2015,DOI,
A00672,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11603,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,116141,2/3/2014,SIO,,9/4/2015,DOI,
A00673,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11611,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,116142,2/3/2014,SIO,,9/4/2015,DOI,
A00674,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11596,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,116143,2/3/2014,SIO,,9/4/2015,DOI,
A00675,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11604,,J100064,WHOI,LOSO,202,A,20140128,6600,100%,,20140128,WHOI,116144,2/3/2014,SIO,,9/4/2015,DOI,
A00676,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11605,,J100064,WHOI,LOSO,202,A,20140128,6600,100%,,20140128,WHOI,116145,2/3/2014,SIO,,9/4/2015,DOI,
A00677,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11612,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,116146,2/3/2014,SIO,,9/4/2015,DOI,
A00678,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11613,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00676,2/3/2014,SIO,,9/4/2015,DOI,
A00679,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11534,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00677,2/3/2014,SIO,,9/4/2015,DOI,
A00680,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11533,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00678,2/3/2014,SIO,,9/4/2015,DOI,
A00681,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11608,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00679,2/3/2014,SIO,,9/4/2015,DOI,
A00682,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11607,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00680,2/3/2014,SIO,,9/4/2015,DOI,
A00683,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11535,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,"duplicate ooi_barcode number
Missing from SIO inventory",20140128,WHOI,A00681,2/3/2014,SIO,,9/4/2015,DOI,
A00684,Sensor,0,,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11606,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00682,2/3/2014,SIO,,9/4/2015,DOI,
A00685,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11601,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00683,2/3/2014,SIO,,9/4/2015,DOI,
A00686,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11602,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00684,2/3/2014,SIO,,9/4/2015,DOI,
A00687,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11598,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00685,2/3/2014,SIO,,9/4/2015,DOI,
A00688,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11597,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00686,2/3/2014,SIO,,9/4/2015,DOI,
A00689,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11600,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00687,2/3/2014,SIO,,9/4/2015,DOI,
A00690,Sensor,0,,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,37IM,37-11599,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00688,2/3/2014,SIO,,9/4/2015,DOI,
A00691,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,264,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00689,2/3/2014,SIO,,9/4/2015,DOI,
A00692,Sensor,0,,NUTNR SERIES B (ISUS),1,SATLANTIC,ISUS,265,,J100064,WHOI,ATS,SEA,A,20140128,6600,100%,,20140128,WHOI,A00690,2/3/2014,SIO,,9/4/2015,DOI,
A00693,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,254,,E115225,WHOI,UNV,OSU,A,20140218,36943.06,100%,,20140218,WHOI,A00691,2/18/2014,OSU,325955,9/4/2015,DOI,
A00694,Sensor,0,,SPKIR SERIES B (OCR507-ICSW),1,SATLANTIC,OCR507-ICSW,255,,E115225,WHOI,UNV,OSU,A,20140218,36943.06,100%,,20140218,WHOI,A00692,2/18/2014,OSU,325956,9/4/2015,DOI,
A00695,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1150,,E115216,WHOI,UNV,OSU,A,20140218,13316.72,100%,,20140218,WHOI,A00693,2/18/2014,OSU,325957,9/4/2015,DOI,
A00696,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1151,,E115216,WHOI,UNV,OSU,A,20140218,13316.36,100%,,20140218,WHOI,A00694,2/18/2014,OSU,325958,9/4/2015,DOI,
A00697,Sensor,0,,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50002,,J100055,WHOI,UNV,OSU,A,20140218,13013.52,100%,,20140218,WHOI,A00695,2/18/2014,OSU,325959,9/4/2015,DOI,
A00698,Sensor,0,,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50003,,J100055,WHOI,UNV,OSU,A,20140218,13013.52,100%,,20140218,WHOI,116250,2/18/2014,OSU,325960,9/4/2015,DOI,
A00699,Sensor,0,,CTDBP SERIES E (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50004,2.5.2,J100061,WHOI,ATS,SEA,A,20140218,11500,100%,,20140218,WHOI,116255,,,,9/4/2015,DOI,
A00700,Sensor,0,,CTDBP SERIES D (D-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16-50008,2.5.2,J100061,WHOI,ATS,SEA,A,20140218,11500,100%,,20140218,WHOI,116256,,,,9/4/2015,DOI,
A00701,,,,WINCH  IR EU,,INGERSOLL RAND,WINCH IR EU,24872,2.5.2,J100061,WHOI,LOSO,HIBA,A,20150604,11500,100%,,20150604,WHOI,116257,,,,9/4/2015,DOI,
A00702,,,,WINCH IR EU,,INGERSOLL RAND,WINCH IR EU,24873,2.5.2,J100061,WHOI,ATS,SEA,A,20150604,11500,100%,,20150604,WHOI,116258,,,,9/4/2015,DOI,
A00703,Sensor,0,,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,WND247,,K117541,WHOI,CRL,HIBA,A,20140217,14855,100%,,20140217,WHOI,116259,,,,,,
A00704,Sensor,0,,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,WND248,,K117541,WHOI,CRL,HIBA,A,20140219,14855,100%,,20140219,WHOI,116260,,,,,,
A00705,Sensor,0,,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH283,,D100188,WHOI,LOSO,HIBA,A,20150604,12250,100%,,20150604,WHOI,116271,,,,9/4/2015,DOI,
A00706,Sensor,0,,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH281,,D100188,WHOI,LOSO,202,A,20140227,12250,100%,,20140227,WHOI,116272,,,,9/4/2015,DOI,
A00707,Sensor,0,,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC253,,D100188,WHOI,ATS,SEA,A,20140227,8050,100%,,20140227,WHOI,116273,,,,9/4/2015,DOI,
A00708,Sensor,0,,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC254,,D100188,WHOI,ATS,SEA,A,20150604,8050,100%,,20150604,WHOI,116274,,,,9/4/2015,DOI,
A00709,Sensor,0,,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR283,,D100188,WHOI,ATS,SEA,A,20150604,8200,100%,,20150604,WHOI,116275,,,,9/4/2015,DOI,
A00710,Sensor,0,,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR284,,D100188,WHOI,LOSO,202,A,20140227,8200,100%,,20140227,WHOI,116276,,,,9/4/2015,DOI,
A00711,Sensor,0,,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR277,,D100188,WHOI,LOSO,202,A,20140227,11600,100%,,20140227,WHOI,116277,,,,9/4/2015,DOI,
A00712,Sensor,0,,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR278,,D100188,WHOI,LOSO,202,A,20140227,11200,100%,,20140227,WHOI,116278,,,,9/4/2015,DOI,
A00713,Sensor,0,,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR257,,D100188,WHOI,LOSO,202,A,20140227,11200,100%,,20140227,WHOI,116279,,,,9/4/2015,DOI,
A00714,Sensor,0,,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR258,,D100188,WHOI,LOSO,202,A,20140227,11200,100%,,20140227,WHOI,116280,,,,9/4/2015,DOI,
