ASSET_UID,TYPE,Mobile,Geometry,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
A00468,Sensor,0,,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0104,,D100204,WHOI,LOSO,202,A,20131003,12634.25,100%,,20131003,WHOI,115800,10/4/2013,SIO,,9/4/2015,DOI,
A00469,,,,CONTAINER OPEN SIDE SWING DOOR,,TRS,20FT,TAS,,D100204,WHOI,ATS,SEA,A,20131007,18128.95,100%,,20131007,WHOI,115802,10/4/2013,SIO,126000383,9/4/2015,DOI,
A00470,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1116,,D100199,WHOI,LOSO,YARD,A,20131009,5375,100%,,20131009,WHOI,115805,10/9/2013,SIO,,9/4/2015,DOI,
A00471,Node,1,,COASTAL GLIDER 200M,1,TELEDYNE WEBB RESEARCH,CSG-0200,383,,K117383,WHOI,ATS,SEA,A,20130930,12634.25,100%,,20130930,WHOI,115806,,,,,,
A00472,,,,,,,,,,D100204,WHOI,ATS,SEA,A,20130930,12634.25,100%,,20130930,WHOI,115806,10/2/2013,SIO,126000384,9/4/2015,DOI,
A00473,Node,1,,COASTAL GLIDER 1000M,1,TELEDYNE WEBB RESEARCH,DG-1000,386,,J100005A,WHOI,UNV,OSU,A,20130826,186935,100%,,20130826,WHOI,115807,12/17/2013,OSU,325757,,,
A00474,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1121,,,,,,,,,,Missing from inventory,,,,,,,,,
A00475,Sensor,0,,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1123,,J100005A,WHOI,UNV,OSU,A,20131011,186935,100%,,20131011,WHOI,115811,10/11/2013,OSU,325759,,,
A00476,Sensor,0,,METBK CTD MODULE,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-10904,,D100204,WHOI,UNV,OSU,A,20131002,12634.25,100%,,20131002,WHOI,115812,12/17/2013,OSU,325760,9/4/2015,DOI,
A00477,Sensor,0,,METBK DATA LOGGER,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-11002,,D100204,WHOI,UNV,OSU,A,20131002,12634.25,100%,,20131002,WHOI,115813,12/17/2013,OSU,325761,9/4/2015,DOI,
A00478,Sensor,0,,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND244,,D100188,WHOI,LOSO,202,A,20131021,5816,100%,,20131021,WHOI,115814,,,,9/4/2015,DOI,
A00479,Sensor,0,,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC236,,D100188,WHOI,LOSO,202,A,20131021,5816,100%,,20131021,WHOI,115815,,,,9/4/2015,DOI,
A00480,Sensor,0,,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH278,,D100188,WHOI,LOSO,202,A,20131021,12250,100%,,20131021,WHOI,115816,,,,9/4/2015,DOI,
A00481,Sensor,0,,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR276,,D100188,WHOI,LOSO,202,A,20131021,8200,100%,,20131021,WHOI,115817,,,,9/4/2015,DOI,
A00482,Sensor,0,,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR269,,D100188,WHOI,LOSO,202,A,20131021,8050,100%,,20131021,WHOI,115818,,,,9/4/2015,DOI,
A00483,Sensor,0,,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR246,,D100188,WHOI,ATS,SEA,A,20131021,11600,100%,,20131021,WHOI,115819,,,,9/4/2015,DOI,
A00484,Sensor,0,,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND246,,D100188,WHOI,LOSO,202,A,20131021,11200,100%,,20131021,WHOI,115820,,,,9/4/2015,DOI,
A00485,Sensor,0,,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC237,,D100188,WHOI,LOSO,202,A,20131021,7200,100%,,20131021,WHOI,115821,,,,9/4/2015,DOI,
A00486,Sensor,0,,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH276,,D100188,WHOI,LOSO,202,A,20131021,12250,100%,,20131021,WHOI,115822,,,,9/4/2015,DOI,
A00487,Sensor,0,,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR270,,D100188,WHOI,LOSO,202,A,20131021,8200,100%,,20131021,WHOI,115823,,,,9/4/2015,DOI,
A00488,Sensor,0,,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR259,,D100188,WHOI,ATS,SEA,A,20150604,8050,100%,,20150604,WHOI,115824,,,,9/4/2015,DOI,
A00489,Sensor,0,,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR247,,D100188,WHOI,LOSO,202,A,20131021,11600,100%,,20131021,WHOI,115825,,,,9/4/2015,DOI,
A00490,Sensor,0,,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0105,,D100188,WHOI,ATS,SEA,A,20131021,11200,100%,,20131021,WHOI,115826,,,,9/4/2015,DOI,
A00491,Sensor,0,,ADCP SERIES G (WHS150-1500),1,TELEDYNE RDI,WHS150-1500I,20495,,D100188,WHOI,LOSO,202,A,20131021,7200,100%,,20131021,WHOI,115827,,,,9/4/2015,DOI,
A00492,Sensor,0,,ADCP SERIES G (WHS150-1500),1,TELEDYNE RDI,WHS150-1500I,20496,,D100199,WHOI,ATS,SEA,A,20131022,18128.95,100%,,20131022,WHOI,115828,10/23/2013,SIO,,9/4/2015,DOI,
A00493,Sensor,0,,ADCP SERIES G (WHS150-1500),1,TELEDYNE RDI,WHS150-1500I,20499,50.4,D100203,WHOI,LOSO,102,A,20131025,44061,100%,,20131025,WHOI,115829,,,,9/4/2015,DOI,
A00494,Sensor,0,,ADCP SERIES F (WHS150-1500),1,TELEDYNE RDI,WHS150-1500,20530,50.4,D100203,WHOI,LOSO,103,A,20131025,44061,100%,,20131025,WHOI,115830,,,,9/4/2015,DOI,
A00495,,,,DISA SIM CARD ENDURANCE CSPP,,DISA,SIM,89-88-169-312-003-509-159,50.4,D100203,WHOI,LOSO,HIBA,A,20131025,44061,100%,,20131025,WHOI,115831,,,,9/4/2015,DOI,
A00496,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-150,,D100203,WHOI,LOSO,103,A,20131029,38384.75,100%,,20131029,WHOI,115836,,,,9/4/2015,DOI,
A00497,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-151,,CAP,WHOI,UNV,OSU,A,20131021,0,100%,not on osu list,20131021,WHOI,115837,,,,,,
A00498,Sensor,0,,METBK CTD MODULE,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-10906,1.11,D100205,WHOI,LOSO,103,A,20131029,37830,100%,,20131029,WHOI,115838,,,,9/4/2015,DOI,
A00499,Sensor,0,,METBK CTD MODULE,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-10905,1.11,D100205,WHOI,ATS,SEA,A,20150604,37830,100%,,20150604,WHOI,115839,,,,9/4/2015,DOI,
A00500,Sensor,0,,METBK CTD MODULE,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-10903,,D100188,WHOI,LOSO,202,A,20131101,5816.32,100%,,20131101,WHOI,115841,,,,9/4/2015,DOI,
A00501,Sensor,0,,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND241,,D100188,WHOI,LOSO,202,A,20131101,5816,100%,,20131101,WHOI,115842,,,,9/4/2015,DOI,
A00502,Sensor,0,,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC245,,D100188,WHOI,LOSO,202,A,20131101,5816,100%,,20131101,WHOI,115843,,,,9/4/2015,DOI,
A00503,Sensor,0,,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH279,,D100188,WHOI,LOSO,202,A,20131101,11250,100%,,20131101,WHOI,115844,,,,9/4/2015,DOI,
A00504,Sensor,0,,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR279,,D100188,WHOI,LOSO,202,A,20131101,8200,100%,,20131101,WHOI,115845,,,,9/4/2015,DOI,
A00505,Sensor,0,,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR271,,D100188,WHOI,LOSO,202,A,20131101,8050,100%,,20131101,WHOI,115846,,,,9/4/2015,DOI,
A00506,Sensor,0,,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR250,,D100188,WHOI,ATS,SEA,A,20150604,11600,100%,,20150604,WHOI,115847,,,,9/4/2015,DOI,
A00507,Sensor,0,,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND233,,D100188,WHOI,ATS,SEA,A,20150604,11200,100%,,20150604,WHOI,115848,,,,9/4/2015,DOI,
A00508,Sensor,0,,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC246,,D100188,WHOI,ATS,SEA,A,20131101,7200,100%,,20131101,WHOI,115849,,,,9/4/2015,DOI,
A00509,Sensor,0,,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH271,,D100188,WHOI,LOSO,202,A,20131101,12250,100%,,20131101,WHOI,115850,,,,9/4/2015,DOI,
A00510,Sensor,0,,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR275,,D100188,WHOI,LOSO,202,A,20131101,8200,100%,,20131101,WHOI,115851,,,,9/4/2015,DOI,
A00511,Sensor,0,,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR270,,D100188,WHOI,ATS,SEA,A,20131101,8050,100%,,20131101,WHOI,115852,,,,9/4/2015,DOI,
A00512,Sensor,0,,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR251,,D100188,WHOI,ATS,SEA,A,20150604,11600,100%,,20150604,WHOI,115853,,,,9/4/2015,DOI,
A00513,Sensor,0,,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND242,,D100188,WHOI,LOSO,202,A,20131101,11200,100%,,20131101,WHOI,115854,,,,9/4/2015,DOI,
A00514,Sensor,0,,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC249,,D100188,WHOI,ATS,SEA,A,20131101,7200,100%,,20131101,WHOI,115855,,,,9/4/2015,DOI,
A00515,Sensor,0,,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH273,,D100188,WHOI,ATS,SEA,A,20150604,12250,100%,,20150604,WHOI,115856,,,,9/4/2015,DOI,
A00516,Sensor,0,,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR277,,D100188,WHOI,LOSO,202,A,20131101,8200,100%,,20131101,WHOI,115857,,,,9/4/2015,DOI,
A00517,Sensor,0,,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR274,,D100188,WHOI,ATS,SEA,A,20150604,8050,100%,,20150604,WHOI,115858,,,,9/4/2015,DOI,
A00518,Sensor,0,,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR255,,D100188,WHOI,ATS,SEA,A,20131101,11600,100%,,20131101,WHOI,115859,,,,9/4/2015,DOI,
A00519,Sensor,0,,PCO2A SERIES A (PCO2ATM-50A),1,PRO-OCEANUS,PCO2ATM-50A,33-184-50A,,D100188,WHOI,LOSO,202,A,20131101,11200,100%,,20131101,WHOI,115860,,,,9/4/2015,DOI,
A00520,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46369,,D100188,WHOI,LOSO,202,A,20131101,7200,100%,,20131101,WHOI,115861,,,,9/4/2015,DOI,
A00521,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46275,4.0.25,D100191,WHOI,LOSO,102,A,20150604,27181,100%,,20150604,WHOI,115863,,,,9/4/2015,DOI,
A00522,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46276,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115864,,,,,,
A00523,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46271,,J100046,WHOI,UNV,OSU,A,20131104,11070,100%,,20131104,WHOI,115865,11/4/2013,OSU,326527,,,
A00524,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46253,,J100046,WHOI,LOSO,HIBA,A,20131104,11070,100%,,20131104,WHOI,115866,,,,,,
A00525,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46252,,J100046,WHOI,LOSO,HIBA,A,20131104,11070,100%,,20131104,WHOI,115867,,,,,,
A00526,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46370,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115868,,,,,,
A00527,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46368,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115869,,,,,,
A00528,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46254,,J100046,WHOI,LOSO,HIBA,A,20131104,11070,100%,,20131104,WHOI,115870,,,,,,
A00529,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46259,,J100046,WHOI,LOSO,CONT,A,20131104,11070,100%,,20131104,WHOI,115871,,,,,,
A00530,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46250,,J100046,WHOI,LOSO,HIBA,A,20131104,11070,100%,,20131104,WHOI,115872,,,,,,
A00531,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46251,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,multiple ooi_barcode and whoi asset tag numbers for same serial number,20131104,WHOI,115873,,SIO,,,,
A00532,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46255,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115874,,SIO,,,,
A00533,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46256,,J100046,WHOI,LOSO,CONT,A,20131105,11070,100%,,20131105,WHOI,115875,,,,,,
A00534,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46257,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115876,,SIO,,,,
A00535,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46258,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115877,,SIO,,,,
A00536,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46259,,J100046,WHOI,LOSO,CONT,A,20131104,11070,100%,,20131104,WHOI,115878,,,,,,
A00537,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46260,,J100046,WHOI,LOSO,HIBA,A,20131104,11070,100%,,20131104,WHOI,115879,,,,,,
A00538,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46270,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,multiple ooi_barcode and whoi asset tag numbers for same serial number; Missing from SIO inventory,20131104,WHOI,115880,,,,,,
A00539,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46367,,J100046,WHOI,ATS,SEA,A,20150604,11070,100%,,20150604,WHOI,115881,,,,,,
A00540,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48482,,J100046,WHOI,LOSO,CONT,A,20131104,11070,100%,,20131104,WHOI,115882,,,,,,
A00541,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48483,,J100046,WHOI,LOSO,CONT,A,20131104,11070,100%,,20131104,WHOI,115883,,,,,,
A00542,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48499,,J100046,WHOI,UNV,OSU,A,20131104,11070,100%,,20131104,WHOI,115884,11/4/2013,OSU,326880,,,
A00543,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48485,,J100046,WHOI,UNV,OSU,A,20131104,11070,100%,,20131104,WHOI,115885,11/4/2013,OSU,326881,,,
A00544,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48486,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115886,,,,,,
A00545,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48487,,J100046,WHOI,UNV,OSU,A,20131104,11070,100%,,20131104,WHOI,115887,11/4/2013,OSU,326882,,,
A00546,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48488,,J100046,WHOI,LOSO,CONT,A,20131104,11070,100%,,20131104,WHOI,115888,,,,,,
A00547,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48489,,J100046,WHOI,LOSO,HIBA,A,20131104,11070,100%,,20131104,WHOI,115889,,,,,,
A00548,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48491,,J100046,WHOI,ATS,SEA,A,20150604,11070,100%,,20150604,WHOI,115890,,,,,,
A00549,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48492,,J100046,WHOI,UNV,OSU,A,20131104,11070,100%,,20131104,WHOI,115891,11/4/2013,OSU,326883,,,
A00550,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48493,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115892,,SIO,,,,
A00551,,,,ACOUSTIC RELEASE,,EdgeTech,8242,48494,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115893,,SIO,,,,
A00552,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46287,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115894,,SIO,,,,
A00553,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46290,,J100046,WHOI,ATS,SEA,A,20131104,11070,100%,,20131104,WHOI,115895,11/4/2013,OSU,326884,,,
A00554,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46263,,J100046,WHOI,UNV,OSU,A,20131104,12180,100%,,20131104,WHOI,115896,11/4/2013,OSU,326528,,,
A00555,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46266,,J100046,WHOI,UNV,OSU,A,20131104,12180,100%,,20131104,WHOI,115897,11/4/2013,OSU,326885,,,
A00556,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46269,,J100046,WHOI,LOSO,CONT,A,20131104,12180,100%,,20131104,WHOI,115898,3/24/2014,SIO,,,,
A00557,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46265,,J100046,WHOI,LOSO,CONT,A,20131104,12180,100%,,20131104,WHOI,115899,3/24/2014,SIO,,,,
A00558,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46261,,J100046,WHOI,LOSO,CONT,A,20131104,12180,100%,,20131104,WHOI,115900,3/24/2014,SIO,,,,
A00559,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46264,,J100046,WHOI,LOSO,CONT,A,20131104,12180,100%,,20131104,WHOI,115901,3/24/2014,SIO,,,,
A00560,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46268,,J100046,WHOI,LOSO,CONT,A,20131104,12180,100%,,20131104,WHOI,115902,3/24/2014,SIO,,,,
A00561,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46267,,J100046,WHOI,LOSO,CONT,A,20131104,12180,100%,,20131104,WHOI,115903,3/24/2014,SIO,,,,
A00562,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46262,,J100046,WHOI,LOSO,CONT,A,20131104,12180,100%,,20131104,WHOI,115904,3/24/2014,SIO,,,,
A00563,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46281,,J100046,WHOI,LOSO,CONT,A,20131104,12180,100%,,20131104,WHOI,115905,3/24/2014,SIO,,,,
A00564,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46283,,J100046,WHOI,LOSO,CONT,A,20131104,12180,100%,,20131104,WHOI,115906,3/24/2014,SIO,,,,
A00565,,,,ACOUSTIC RELEASE,,EdgeTech,8242XS,46284,,J100046,WHOI,ATS,SEA,A,20150604,12180,100%,,20150604,WHOI,115907,,,,,,
A00566,Sensor,0,,ANEMOMETER WINDMASTER PRO,1,PP SYSTEMS,WINDMASTER PRO,TAS133908,,J100046,WHOI,LOSO,HIBA,A,20150604,12180,100%,,20150604,WHOI,115908,,,,,,
A00567,Sensor,0,,PHSEN SERIES E (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0101,,J100046,WHOI,UNV,OSU,A,20131104,12180,100%,,20131104,WHOI,115909,11/4/2013,OSU,326886,,,
A00568,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,20502,,E115077,WHOI,SMI,205E,A,20131108,6330,100%,,20131108,WHOI,115915,,,,,,
A00569,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,20503,54,D100199,WHOI,LOSO,202,A,20131113,12562.38,100%,,20131113,WHOI,115920,,,,9/4/2015,DOI,
A00570,Sensor,0,,ADCP SERIES L (WHLS75-1500-I),1,TELEDYNE RDI,WHLS75-1500-I,20504,,D100203,WHOI,LOSO,202,A,20131115,56154.5,100%,,20131115,WHOI,115925,11/1/2013,SIO,,9/4/2015,DOI,
A00571,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-153,,D100203,WHOI,LOSO,202,A,20131115,56154.5,100%,,20131115,WHOI,115926,11/1/2013,SIO,,9/4/2015,DOI,
A00572,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-159,,D100203,WHOI,LOSO,202,A,20131115,56154.5,100%,,20131115,WHOI,115927,10/30/2013,SIO,,9/4/2015,DOI,
A00573,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-152,1.11,D100205,WHOI,LOSO,103,A,20131122,37830,100%,,20131122,WHOI,115931,,,,9/4/2015,DOI,
A00574,,,,SEACYCLER REFURBISHMENT,,ROLLS ROYCE,REFURBISHED,MAILED TAG 12/6   N/A,1.11,D100205,WHOI,ATS,SEA,A,20131122,37830,100%,,20131122,WHOI,115932,,,,9/4/2015,DOI,
A00575,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-136,1.11,D100205,WHOI,RPR,REP,A,20131122,37830,100%,,20131122,WHOI,115933,,,,9/4/2015,DOI,
A00576,Sensor,0,,OPTAA SERIES C (AC-S DEEP),1,Wet Labs,AC-S,ACS-140,,J100031,WHOI,ATS,SEA,A,20130425,183425,100%,,20130425,WHOI,115947,4/25/2013,SIO,,,,
A00577,Sensor,0,,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 6328,,J100035,WHOI,UNV,OSU,A,20130426,37830,100%,,20130426,WHOI,115950,12/17/2013,OSU,325758,9/4/2015,DOI,
A00578,Sensor,0,,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 6327,,J100029,WHOI,UNV,OSU,A,20130426,41710,100%,,20130426,WHOI,115951,4/26/2013,OSU,325871,9/4/2015,DOI,
A00579,Sensor,0,,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 6325,,D100202,WHOI,UNV,OSU,A,20130916,8500,100%,WHOI claims S/N is 328,20130916,WHOI,115952,9/16/2013,OSU,325872,9/4/2015,DOI,
A00580,Sensor,0,,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 6326,,D100202,WHOI,UNV,OSU,A,20130916,8500,100%,,20130916,WHOI,115953,9/16/2013,OSU,325873,9/4/2015,DOI,
A00581,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-149,,D100202,WHOI,UNV,OSU,A,20130916,8500,100%,,20130916,WHOI,115954,9/16/2013,OSU,325874,9/4/2015,DOI,
A00582,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-154,,D100202,WHOI,UNV,OSU,A,20130916,8500,100%,,20130916,WHOI,115955,9/16/2013,OSU,325875,9/4/2015,DOI,
A00583,Node,1,,COASTAL GLIDER 1000M,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,388,,D100205,WHOI,UNV,OSU,A,20131002,37830,100%,,20131002,WHOI,115956,10/2/2013,OSU,325876,9/4/2015,DOI,
A00584,Node,1,,COASTAL GLIDER 1000M,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,389,,D100205,WHOI,UNV,OSU,A,20131125,37830,100%,,20131125,WHOI,115957,11/25/2013,OSU,325877,9/4/2015,DOI,
A00585,Node,1,,COASTAL GLIDER 1000M,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,387,,J100005A,WHOI,LOSO,HIBA,A,20131223,186935,100%,,20131223,WHOI,115983,,,,,,
A00586,,,,DISA SIM CARD,,DISA,SIM,89-88-169-312-003-481-995,,J100005A,WHOI,LOSO,202,A,20131223,186935,100%,,20131223,WHOI,115984,,,,,,
A00587,,,,DISA SIM CARD,,DISA,SIM,89-88-169-312-003-481-987,,J100005A,WHOI,LOSO,202,A,20131223,186935,100%,,20131223,WHOI,115985,,,,,,
A00588,,,,DISA SIM CARD,,DISA,SIM,89-88-169-312-003-481-979,,CAP,WHOI,LOSO,202,A,20131216,0,100%,,20131216,WHOI,115986,,,,,,
A00589,,,,DISA SIM CARD,,DISA,SIM,89-88-169-312-003-481-961,,CAP,WHOI,LOSO,HIBA,A,20131216,0,100%,,20131216,WHOI,115987,,,,,,
A00590,,,,DISA SIM CARD,,DISA,SIM,89-88-169-312-003-481-953,,CAP,WHOI,LOSO,HIBA,A,20131216,0,100%,,20131216,WHOI,115988,,,,,,
A00591,,,,DISA SIM CARD,,DISA,SIM,89-88-169-312-003-509-381,,CAP,WHOI,LOSO,202,A,20131216,0,100%,,20131216,WHOI,115989,,,,,,
A00592,,,,DISA SIM CARD,,DISA,SIM,89-88-169-312-003-509-787,,CAP,WHOI,LOSO,202,A,20131216,0,100%,,20131216,WHOI,115990,,,,,,
A00593,,,,DISA SIM CARD,,DISA,SIM,89-88-169-312-003-509-795,,CAP,WHOI,LOSO,202,A,20131216,0,100%,,20131216,WHOI,115991,,,,,,
A00594,,,,DISA SIM CARD,,DISA,SIM,89-88-169-312-003-509-803,,CAP,WHOI,LOSO,202,A,20131216,0,100%,,20131216,WHOI,115992,,,,,,
A00595,Sensor,0,,OPTAA SERIES C (AC-S DEEP),1,Wet Labs,AC-S,ACS-142,,CAP,WHOI,LOSO,202,A,20131216,0,100%,,20131216,WHOI,115993,,,,,,
A00596,,,,30' STRETCH HOSE,,EOM OFFSHORE,EOM 241-5-0924,TAS05,,CAP,WHOI,LOSO,202,A,20131216,0,100%,,20131216,WHOI,115994,,,,,,
A00597,,,,50' STRETCH HOSE,,EOM OFFSHORE,EOM-241-5-1524,TAS06,,J100029,WHOI,UNV,OSU,A,20140106,41710,100%,,20140106,WHOI,116043,1/6/2014,OSU,325906,9/4/2015,DOI,
A00598,,,,50' STRETCH HOSE,,EOM OFFSHORE,EOM-241+5-1524,TAS02,,D100186,WHOI,LOSO,HIBA,A,20131217,21480.4,100%,,20131217,WHOI,116044,,,,,,
A00599,Sensor,0,,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-165,,D100186,WHOI,LOSO,HIBA,A,20131217,21450.4,100%,,20131217,WHOI,116045,,,,,,
